ID,Numero_Indicacao,Ano,Sessao,Data_Sessao,Vereador,Resumo,Setor,Oficio_Resposta,Status_Atendimento,Observacoes
IND-078,081,2026,56ª Sessão Ordinária da 19ª Legislatura,2026-04-27,Renato Vieira de Brito,"Solicita adequação na sinalização viária da Rua São Salvador, transformando a antiga vaga exclusiva da Farmácia Santo Antônio em vaga de estacionamento destinada a motocicletas.",Saúde,,Pendente de Análise,
IND-079,082,2026,56ª Sessão Ordinária da 19ª Legislatura,2026-04-27,Renato Vieira de Brito,"Solicita tratativas para viabilizar parceria público-privada focada na oferta de cursos profissionalizantes gratuitos, unindo a infraestrutura do município e as empresas instaladas no Distrito Industrial 4.",A Classificar,,Pendente de Análise,
IND-080,083,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,Reinaldo Codognato,"Solicita serviço de roçada do mato, limpeza geral e poda de árvores no caminho de pedestres que interliga os bairros Carmezim II e Pioneiros, com atenção especial à remoção de galhos que encobrem a iluminação dos postes, para segurança de estudantes que usam o trajeto.",Obras e Serviços Públicos,,Pendente de Análise,
IND-081,084,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,Reinaldo Codognato,"Solicita a criação de um espaço dedicado ao lazer e à prática de esportes no bairro Jardim Junqueirópolis, a pedido dos moradores da localidade.",Meio Ambiente,,Pendente de Análise,
IND-082,085,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,Reinaldo Codognato,"Solicita a adoção de providências para garantir mais agilidade no serviço de troca e manutenção das lâmpadas LED da iluminação pública do município, devido a atrasos recorrentes no atendimento dos pedidos de substituição.",Saúde,,Pendente de Análise,
IND-083,086,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,"Adriano de Marcos Lopes, Teresinha de Lourdes Freitas Regodanso","Solicita melhorias e a devida manutenção no alambrado do campo society localizado no bairro Jardim Paulista, ao lado do campo sintético.",Meio Ambiente,,Pendente de Análise,
IND-084,087,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,"Adriano de Marcos Lopes, Bruno Herreira, Teresinha de Lourdes Freitas Regodanso","Solicita estudo para substituir a entrega física das cestas básicas da assistência social por um cartão de crédito ou vale-alimentação de mesmo valor para as famílias beneficiárias, dando mais dignidade de escolha e fortalecendo o comércio local.",Saúde,,Pendente de Análise,
IND-085,088,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,Bruno Herreira,"Solicita a implantação de um redutor de velocidade (lombada) na Rua dos Viveiros, no trecho que dá acesso ao bairro Delta Ville, devido a veículos trafegando em alta velocidade no local.",Trânsito e Mobilidade,,Pendente de Análise,
IND-086,089,2026,58ª Sessão Ordinária da 19ª Legislatura,2026-05-11,Anderson Marcos Viana,"Solicita estudo para execução de obras de acessibilidade para cadeirantes, através de rampas de acesso e demais adequações necessárias, no prédio do Centro de Atenção Psicossocial (CAPS 1).",Obras e Serviços Públicos,,Pendente de Análise,
IND-087,090,2026,58ª Sessão Ordinária da 19ª Legislatura,2026-05-11,Anderson Marcos Viana,"Solicita a implantação de redutores de velocidade (lombadas) em sete locais do município: Avenida Edu Virgílio Aparecida Trevizan (bairro Fuentes, próximo à Igreja Pentecostal Monte de Gerizim); Avenida Campo Sales (cruzamento com a Rua Curitiba, próximo ao projeto Semente da Vida, e cruzamento com a Avenida Junqueira); Rua Ipiranga (próximo ao mercado local e próximo à creche Sonho de Criança); Rua Hermínio Grespan, no bairro Pioneiro, próximo ao ponto de ônibus; Avenida Geral do Fundo, no trecho acima do Armazém do Hilário; cruzamento da Rua da Cunha com a Rua São Salvador; e Avenida Paulista, ao lado do Pronto Socorro Municipal.",Educação,,Pendente de Análise,
IND-088,091,2026,58ª Sessão Ordinária da 19ª Legislatura,2026-05-11,Anderson Marcos Viana,"Solicita a devida manutenção e reforma do muro já existente, ou a construção de um novo muro, ao redor do estádio municipal Rafael Capelli, já que a retirada dos eucaliptos que cercavam o local deixou-o parcialmente desprotegido.",Obras e Serviços Públicos,,Pendente de Análise,
IND-089,092,2026,58ª Sessão Ordinária da 19ª Legislatura,2026-05-11,Renato Vieira de Brito,"Solicita, em caráter de urgência, a instalação de grades de proteção sobre as canaletas abertas de escoamento de água no pátio e nas áreas de convivência da Escola Municipal Professor Jair Luiz da Silva, para evitar risco de queda e torções de alunos.",Educação,,Pendente de Análise,
IND-090,093,2026,58ª Sessão Ordinária da 19ª Legislatura,2026-05-11,Bruno Herreira,"Solicita, em complemento à Indicação 020/2026, a expansão das ações de educação para o trânsito dentro das escolas municipais, por meio de palestras e atividades lúdicas ministradas pelo setor de trânsito, abrangendo bicicletas convencionais, bicicletas elétricas e patinetes.",Educação,,Pendente de Análise,
IND-091,094,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Anderson Marcos Viana,"Solicita implementação de sinalização de solo e placas verticais para proibir o estacionamento de caminhões na Rua César Montrone, especificamente no trecho residencial localizado atrás do comércio Armazém do Eilário.",Trânsito e Mobilidade,,Pendente de Análise,
IND-092,095,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Renato Vieira de Brito,"Solicita a aquisição de caminhas infantis empilháveis para as creches e escolas municipais de educação infantil, substituindo os colchonetes usados no chão, para dar mais saúde, conforto e proteção contra friagem e umidade às crianças.",Saúde,,Pendente de Análise,
IND-093,096,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Reinaldo Codognato,"Solicita a denominação de um espaço público, preferencialmente esportivo, com o nome de Manuel Ferreira Lins, o ""Mané"", jogador de futebol profissional nascido em Junqueirópolis, em homenagem à sua trajetória no Palmeiras e no Sporting Clube Farense (Portugal).",A Classificar,,Pendente de Análise,
IND-094,097,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Reinaldo Codognato,"Solicita estudo para analisar e readequar o atual modelo de pagamento de gratificações concedidas aos auxiliares de educação do município, com base nas novas disposições e amparos legais trazidos pela Lei Federal nº 15.326/2026.",Educação,,Pendente de Análise,
IND-095,098,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Edvaldo Aparecido Carvalho,"Reitera a Indicação nº 14/2026 e solicita, em caráter de urgência, providências para reparar ou substituir totalmente os bancos e mesas de concreto e azulejo instalados na Praça do Cristo Redentor, cujas estruturas estão quebradas com pontas de ferro enferrujadas expostas.",Saúde,,Pendente de Análise,
IND-096,099,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Bruno Herreira,"Solicita a regulamentação e autorização para a conversão de até 10 dias de férias dos servidores públicos municipais em abono pecuniário (venda de férias), mediante opção voluntária do trabalhador.",Administração e Finanças,,Pendente de Análise,
IND-097,100,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,"Teresinha de Lourdes Freitas Regodanso, Adriano de Marcos Lopes","Solicita a instalação de ninhos artificiais (caixotes) nas palmeiras imperiais e demais árvores constantemente visitadas por araras, para preservar a saúde das árvores e promover o bem-estar das aves, seguindo exemplo aplicado em Santa Fé do Sul.",Saúde,,Pendente de Análise,
IND-098,101,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Anderson Marcos Viana,"Solicita a alteração da denominação da via pública atualmente registrada como Rua das Palmeiras, no bairro Jardim Campo Belo, para Rua Antônio Bevilaqua, visando corrigir problema de endereçamento (existem três ruas com o mesmo nome no município) e prestar homenagem.",Meio Ambiente,,Pendente de Análise,
IND-099,102,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Anderson Marcos Viana,"Solicita estudos para a implantação de um centro de hidratação e atendimento à dengue, dotado de insumos e equipe técnica dedicada exclusivamente ao acolhimento e tratamento de pacientes, diante do aumento expressivo de casos no município.",A Classificar,,Pendente de Análise,
IND-100,103,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Anderson Marcos Viana,"Solicita a viabilização de colaboração financeira destinada à Associação Trainoide de Presidente Prudente, entidade beneficente que presta acolhimento de alta complexidade (estadia, refeições e acompanhamento social) a pacientes de Junqueirópolis em tratamento na região.",A Classificar,,Pendente de Análise,
IND-101,104,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Anderson Marcos Viana,"Solicita a intensificação das ações de fiscalização para garantir o cumprimento integral da Lei Municipal nº 3.044/2016, que veda o tráfego de caminhões canavieiros carregados no perímetro urbano do município.",A Classificar,,Pendente de Análise,
IND-102,105,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Reinaldo Codognato,"Solicita um estudo abrangente e revisão geral nas ruas do município que necessitam de placas indicativas de nomenclatura, com atenção especial ao bairro residencial Florenza, que não possui identificação.",A Classificar,,Pendente de Análise,
IND-103,106,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,Bruno Herreira,"Solicita estudo para ampliar e diversificar as oficinas, projetos e atividades de entretenimento oferecidas no Centro de Convivência do Idoso (CCI), introduzindo novas opções culturais, artísticas e de convívio social além das práticas esportivas e jogos de mesa.",A Classificar,,Pendente de Análise,
IND-104,107,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,Anderson Marcos Viana,"Solicita a retomada do projeto ""Domingo no Bairro"", com participação de todas as diretorias municipais na prestação de serviços itinerantes (saúde, assistência, burocracia e lazer) diretamente nos bairros.",Saúde,,Pendente de Análise,
IND-105,108,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,"Anderson Marcos Viana, Renato Vieira de Brito, Edvaldo Aparecido Carvalho","Solicita a manutenção do horário de expediente das 7h às 17h para as equipes do setor de obras, garantindo a tradicional liberação dos servidores no período da tarde, após o almoço, nas datas de pagamento salarial.",Obras e Serviços Públicos,,Pendente de Análise,
IND-106,109,2026,62ª Sessão Ordinária da 19ª Legislatura,2026-06-08,Reinaldo Codognato,"Solicita a inclusão de vagas para o cargo de cuidador de crianças com necessidades especiais nos próximos concursos públicos, pois atualmente os funcionários das escolas precisam se revezar nessa função, sobrecarregando as equipes.",Educação,,Pendente de Análise,
IND-107,110,2026,62ª Sessão Ordinária da 19ª Legislatura,2026-06-08,"Anderson Marcos Viana, Edvaldo Aparecido Carvalho, Renato Vieira de Brito","Solicita a atualização dos valores cobrados pelos serviços de máquinas e caminhões previstos no Decreto nº 7.264, para garantir concorrência mais justa com prestadores particulares, mantendo tabela de valores reduzidos ou isenção total para famílias de baixa renda.",Obras e Serviços Públicos,,Pendente de Análise,
IND-108,111,2026,62ª Sessão Ordinária da 19ª Legislatura,2026-06-08,"Adriano de Marcos Lopes, Teresinha de Lourdes Freitas Regodanso","Solicita a adoção de medidas de segurança e melhorias na sinalização de trânsito no cruzamento da Rua General Osório com a Rua Curitiba, visando reduzir os constantes acidentes registrados no local.",Trânsito e Mobilidade,,Pendente de Análise,
IND-109,112,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,"Reinaldo Codognato, Samir Edson Tino, Bruno Herreira, Elizeu Adriano","Solicita estudo junto ao setor competente para buscar áreas disponíveis visando a construção de um campo de futebol ou praça esportiva no bairro Jardim Campo Belo, atendendo apelo das famílias residentes que hoje utilizam as ruas para o lazer e esporte das crianças.",Obras e Serviços Públicos,,Pendente de Análise,
IND-110,113,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,"Reinaldo Codognato, Samir Edson Tino, Bruno Herreira, Elizeu Adriano","Solicita a realização de estudos técnicos viários e posterior implantação de lombadas, faixas ou outros redutores de velocidade em pontos estratégicos ao longo da Rua Rui Barbosa, devido ao intenso movimento de comércio e relatos de excesso de velocidade no período noturno.",Trânsito e Mobilidade,,Pendente de Análise,
IND-111,114,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,Anderson Marcos Viana,"Solicita o planejamento necessário para instalação de um telão de LED ou projetor de grande porte, com sistema de som e infraestrutura adequada, na Praça Álvaro de Oliveira Junqueira, para realizar transmissão pública e gratuita dos jogos da Seleção Brasileira durante a Copa do Mundo.",Meio Ambiente,,Pendente de Análise,
IND-112,115,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,Renato Vieira de Brito,"Solicita ajustes para prolongar o tempo em que os refletores do estádio municipal Rafael Capelli permanecem ligados no período noturno, estendendo o horário de desligamento para pelo menos 19h30, visando segurança de quem pratica caminhada e exercícios no entorno.",A Classificar,,Pendente de Análise,
IND-113,116,2026,64ª Sessão Ordinária da 19ª Legislatura,2026-06-22,"Teresinha de Lourdes Freitas Regodanso, Adriano de Marcos Lopes","Solicita a instalação de câmeras de segurança e monitoramento no cemitério municipal, medida considerada importante para preservar o espaço, evitar vandalismo e garantir mais tranquilidade e segurança aos familiares que visitam o local.",A Classificar,,Pendente de Análise,
IND-114,117,2026,64ª Sessão Ordinária da 19ª Legislatura,2026-06-22,Anderson Marcos Viana,"Solicita a pintura de lombadas e demais sinalizações de solo na estrada Salgado Filho, que liga a rodovia Comandante João Ribeiro de Barros até a usina Bunge, via com movimento intenso de ônibus, carros, motos e caminhões, visando organizar o trânsito e evitar acidentes.",Trânsito e Mobilidade,,Pendente de Análise,
IND-115,118,2026,64ª Sessão Ordinária da 19ª Legislatura,2026-06-22,Anderson Marcos Viana,"Solicita a instalação de três postes de iluminação na área verde do bairro residencial Carmezim 2, pois a escuridão no período noturno tem atraído pessoas de outras regiões para consumo de entorpecentes, gerando insegurança para os moradores.",Obras e Serviços Públicos,,Pendente de Análise,
IND-116,119,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Bruno Herreira,"Solicita ao Prefeito Municipal que estude, junto ao setor competente, a realização do recapeamento asfáltico da Rua Vereador Gélcio José da Silva, benfeitoria esperada pelos moradores para melhorar a segurança e as condições de tráfego.",Obras e Serviços Públicos,,Pendente de Análise,
IND-117,120,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Bruno Herreira,"Solicita ao Prefeito Municipal que estude a instalação de braços de luz e respectivas luminárias na Rua Sergipe, no cruzamento com a Rua Minas Gerais, próximo à EMEI Cristo Redentor, para suprir a falta de iluminação no local.",Educação,,Pendente de Análise,
IND-118,121,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Reinaldo Codognato,"Solicita ao Prefeito Municipal que estude a implantação de medidas de segurança no trânsito da Avenida João Furini, nas proximidades do bairro Cristo Redentor, para proteger crianças, famílias e pedestres que circulam pela via.",Trânsito e Mobilidade,,Pendente de Análise,
IND-119,122,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Anderson Marcos Viana,"Solicita ao Prefeito Municipal que estude a implementação de um sistema de avaliação de desempenho de via de mão dupla, permitindo que os servidores públicos municipais também avaliem seus gestores, coordenadores e supervisores.",Administração e Finanças,,Pendente de Análise,
IND-120,123,2026,67ª Sessão Ordinária da 19ª Legislatura,2026-08-10,Anderson Marcos Viana,"Solicita ao Prefeito Municipal que estude a remoção e relocação dos bancos públicos e o corte de árvores no cruzamento da Rua Rui Barbosa com a Rua Belo Horizonte, para não atrapalhar o trânsito de pedestres e a visibilidade das lojas do comércio local.",Trânsito e Mobilidade,,Pendente de Análise,
IND-121,124,2026,67ª Sessão Ordinária da 19ª Legislatura,2026-08-10,Reinaldo Codognato,"Solicita ao Prefeito Municipal que estude a instalação de um redutor de velocidade (lombada) na Rua Victor Camargo Bodini, próximo ao cruzamento com a Rua Sebastião Rosa dos Santos, no bairro Frei Galvão, devido ao fluxo intenso e a acidentes já registrados próximos à EMEI Cristo Redentor.",Educação,,Pendente de Análise,
IND-122,125,2026,67ª Sessão Ordinária da 19ª Legislatura,2026-08-10,Anderson Marcos Viana,"Solicita ao Prefeito Municipal que estude a retirada das duas primeiras vagas de estacionamento em 45 graus na Rua Belo Horizonte, esquina com a Rua Rui Barbosa, pois veículos estacionados ali dificultam a manobra de conversão de caminhões e veículos grandes.",Trânsito e Mobilidade,,Pendente de Análise,
IND-123,126,2026,67ª Sessão Ordinária da 19ª Legislatura,2026-08-10,Reinaldo Codognato,"Solicita ao Prefeito Municipal que estude a instalação de um poço artesiano no bairro Vila São João para atender à demanda de abastecimento de água dos moradores locais, sugerindo o reaproveitamento de dois poços desativados já existentes no bairro.",A Classificar,,Pendente de Análise,
