ID,Ano,Sessao,Data_Sessao,Vereador,Resumo,Direcionada_A,Tipo,Status_Acompanhamento,Observacoes
DEN-041,2023,94ª Sessão Ordinária da 18ª Legislatura,2023-04-10,,"A vereadora Marisa Alves da Silva Costa foi vítima de um golpe de identidade: pessoa(s) não identificada(s) utilizaram sua imagem para enviar mensagens via WhatsApp a terceiros pedindo dinheiro em seu nome. A vereadora registrou boletim de ocorrência na delegacia no mesmo dia. O fato foi relatado em plenário pelo presidente da Câmara, em nome da vereadora, que estava ausente da sessão por estar com dengue.",,Contra o vereador,Pendente de Verificação,"Campo 'vereadores' deixado vazio por se tratar de caso relatado por terceiro (o presidente da Câmara) em nome da vereadora Marisa Alves da Silva Costa, que foi a vítima do golpe, e não estava presente na sessão para relatar pessoalmente. Campo 'direcionada_a' não se aplica por não se tratar de cobrança a diretoria/órgão municipal, e sim de um crime relatado à população como alerta."
DEN-042,2023,95ª Sessão Ordinária da 18ª Legislatura,2023-04-17,Anderson Marcos Viana,"O vereador relatou que diversos funcionários aprovados no concurso de auxiliar de serviços de educação estão sendo realocados para exercer funções de escriturário, impedindo a convocação de novos escriturários aprovados em concurso específico para esse cargo e deixando CIs com falta de auxiliares. Segundo o vereador, um funcionário da educação com problema de saúde que buscou judicialmente a recondução a outro setor teve o pedido contestado pela administração, que perdeu a ação (indenização citada de R$ 50 mil) e recorreu novamente, com nova derrota esperada pelo vereador.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Feita/cobrada pelo vereador,Pendente de Verificação,"Diretamente relacionada ao Requerimento nº 15/2023, registrado no arquivo de requerimentos deste mesmo lote, apresentado na mesma sessão. Vereador não identificou nominalmente o funcionário mencionado no caso judicial, preservando sua identidade; recomenda-se manter assim na publicação."
DEN-043,2023,95ª Sessão Ordinária da 18ª Legislatura,2023-04-17,Anderson Marcos Viana,"O vereador criticou a reforma da sala de espera da rodoviária municipal, que já completava um ano de execução com gasto aproximado de R$ 250 mil, afirmando que o serviço da empresa contratada teria se limitado ao forro e a uma pintura externa, enquanto a pintura interna e o paisagismo/jardim teriam sido feitos por funcionários da própria prefeitura. O vereador especulou que a inauguração da obra seria propositalmente adiada para próximo do período eleitoral de 2024.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Valores e prazos citados de memória pelo vereador em tom de crítica política, sem apresentação de documentos na sessão; recomenda-se cautela e, se possível, confirmação dos valores antes de publicação."
DEN-044,2023,95ª Sessão Ordinária da 18ª Legislatura,2023-04-17,"Anderson Marcos Viana, Teresinha de Lourdes Freitas Regodanço","Os vereadores cobraram o cumprimento de uma promessa pública feita pela administração há cerca de dois anos, durante a inauguração de uma praça no Jardim Paulista, de instalação de uma faixa elevada (lombofaixa) próxima à praça e a um Centro Educacional Infantil do bairro, o que ainda não havia sido cumprido até a data da sessão.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Relacionada à indicação nº 71/2023, dos mesmos vereadores, apresentada nesta mesma sessão, solicitando lombofaixa no encontro das ruas Dom Pedro II e Porto Alegre, próximo à SEI Sonho de Criança (Jardim Paulista)."
DEN-045,2023,98ª Sessão Ordinária da 18ª Legislatura,2023-05-08,Anderson Marcos Viana,"O vereador Anderson Marcos Viana questionou o paradeiro de R$ 20 mil de uma emenda parlamentar do deputado federal Milton Vieira (de um total de R$ 120 mil, dos quais R$ 100 mil foram destinados a um lar/abrigo e R$ 20 mil anunciados publicamente para a causa animal), já que a prestação de contas apresentada pela administração somava apenas R$ 70 mil (referentes a outra emenda, conquistada pela vereadora Marisa Alves da Silva Costa também para a causa animal) e indicava que o dinheiro fora usado pela Secretaria de Saúde, e não para a causa animal como anunciado.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Feita/cobrada pelo vereador,Pendente de Verificação,"Na sessão seguinte (99ª, 15/05/2023), o vereador Reinaldo Codognato apresentou a resposta de um requerimento próprio sobre o assunto: os R$ 20 mil da emenda do deputado Milton Vieira permaneciam depositados em conta bancária específica ('Emenda MV Investimento'), sem poderem ser usados para a causa animal por não haver, no momento, entidade com CNPJ própria para custódia do CNPJ da causa animal em Junqueirópolis; o caso ficou em aberto quanto à destinação final do valor."
DEN-046,2023,99ª Sessão Ordinária da 18ª Legislatura,2023-05-15,Marisa Alves da Silva Costa,"A vereadora Marisa Alves da Silva Costa relatou um caso concreto de maus-tratos: um morador feriu a cabeça do próprio cão com um objeto pontiagudo e tentou enforcá-lo. A vereadora foi à delegacia (acompanhada de policial, por se tratar de suposto usuário de drogas), o animal foi recolhido e está sob seus cuidados, e foi registrado boletim de ocorrência por maus-tratos.",,Recebida pelo vereador,Pendente de Verificação,"A vereadora recebeu o relato da população (moradores da vizinhança) e, a partir dele, acompanhou pessoalmente a ocorrência e o registro do boletim de ocorrência (BO) de maus-tratos contra animal; ela relatou também outro caso concreto em andamento na mesma fala, envolvendo um homem que agride o próprio cachorro, mas para o qual ainda não havia registro formal por falta de testemunha presencial disposta a fazer a denúncia."
DEN-047,2023,104ª Sessão Ordinária da 18ª Legislatura,2023-06-20,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou ter apresentado à Secretaria da Câmara, em julho do ano anterior, uma denúncia formal sobre possível irregularidade no descarte de remédios pela administração. A apuração levou cerca de 4 a 5 meses e concluiu que não havia irregularidade no descarte.",Diretoria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,"O vereador criticou, na mesma fala, a demora da resposta (motivo pelo qual voltou a mencionar o caso nesta sessão) e afirmou publicamente que, apesar de a apuração não ter constatado irregularidade, cumpriu seu papel de fiscalizar; mencionou que um grupo de WhatsApp da administração teria tentado desqualificar a denúncia como infundada."
DEN-048,2023,108ª Sessão Ordinária da 18ª Legislatura,2023-08-21,Anderson Marcos Viana,"Vereador menciona denúncia protocolada pelo municípe José Arbes/Arabes há cerca de dois anos e reiterada na sexta-feira anterior à sessão, relacionada à “situação da linha férrea”, aguardando resposta do Poder Judiciário. Conteúdo específico da denúncia não foi detalhado na sessão.",,Recebida pelo vereador,Pendente de Verificação,"Data da sessão conforme mencionada no texto da transcrição (véspera da data do nome do arquivo, que corresponde ao dia da postagem/upload). Detalhes concretos da denúncia (o que exatamente está sendo denunciado sobre a linha férrea) não foram explicitados no áudio/transcrição; incluído por haver caso concreto com nome de denunciante e referência a protocolo formal. Mesmo assunto é mencionado novamente na sessão de 2023-09-26 sem resolução."
DEN-049,2023,113ª Sessão Ordinária da 18ª Legislatura,2023-09-25,Anderson Marcos Viana,"Vereador relata que a Câmara recebeu denúncia formal (Processo nº 01/2023, encaminhado à Comissão de Obras, Serviços Públicos e Atividades Privadas, composta por Anderson Marcos Viana, Paulo Sérgio Cordeiro e Marisa Alves da Silva Costa) de possível improbidade administrativa contra o atual prefeito, envolvendo o uso de máquinas da administração municipal, com fotos anexadas como base da acusação. Processo estava em fase de investigação/apuração na data da sessão.",Prefeito Municipal,Relatada em documento/ofício,Pendente de Verificação,"Data da sessão conforme mencionada no texto da transcrição (véspera da data do nome do arquivo, que corresponde ao dia da postagem/upload). Denúncia mencionada também na sessão de 2023-08-29 (recebimento inicial, sem detalhes) e comentada novamente aqui com mais contexto (número do processo e natureza da acusação). Detalhes completos do que exatamente foi feito com as máquinas não foram relatados na sessão — vereador afirma que a apuração ainda estava em andamento."
DEN-050,2023,113ª Sessão Ordinária da 18ª Legislatura,2023-09-25,Anderson Marcos Viana,"Vereador cobra resposta a requerimento (protocolo mencionado como do início do ano) sobre o paradeiro de pedras portuguesas retiradas da Praça Álvaro Junqueira no mandato anterior, avaliadas em aproximadamente R$ 230,00 o metro quadrado (mais de três caminhões/carrinhos de pedra), sem resposta do setor responsável há cerca de quatro meses.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Data da sessão conforme mencionada no texto da transcrição (véspera da data do nome do arquivo, que corresponde ao dia da postagem/upload). Vereador menciona número de protocolo do requerimento de forma pouco clara na fala (“9.048/2023” citado em sessão anterior); não localizado como requerimento numerado formal nas pautas lidas dos lotes anteriores — pode ter sido apresentado em sessão fora deste lote ou de forma avulsa/protocolar direta."
DEN-051,2023,114ª Sessão Ordinária da 18ª Legislatura,2023-10-02,Elio Furini Neto,"O vereador Elio Furini Neto relatou que moradores o procuraram para relatar problemas com cães abandonados soltos nas ruas, incluindo casos concretos em que os animais morderam filhos e netos de moradores, e um relato de um parente que caiu de moto por causa de um desses animais soltos na via; o vereador cobrou providências da Prefeitura (castração, recolhimento e tratamento dos animais).",Diretoria de Saúde,Recebida pelo vereador,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 2 de outubro de 2023 (114ª Sessão Ordinária), enquanto o arquivo de transcrição está nomeado como 2023-10-03. Usada a data do texto."
DEN-052,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou a circulação, nas redes sociais, de um edital falso ('fake news') de concurso público da Prefeitura, reproduzindo timbre, CNPJ e marca d'água oficiais do município, o que gerou pânico e confusão na população; cobrou da administração a apuração do caso e a abertura de boletim de ocorrência.",Diretoria Administrativa,Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
DEN-053,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Anderson Marcos Viana,"O vereador Anderson Marcos Viana cobrou explicações sobre reportagem do portal G1 apontando a presença de 27 tipos de agrotóxicos na água distribuída em Junqueirópolis, contrastando com resposta anterior da administração a uma indicação sua de 2021 (nº 193/2021) que classificava a água como adequada; o presidente da Câmara informou que a indicação seria renovada, solicitando nova análise microbiológica, física e química da água.",Diretoria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
DEN-054,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que, no incêndio de uma residência ocorrido na sexta-feira anterior, a Defesa Civil não compareceu ao local durante todo o atendimento, apesar da presença de bombeiros, PM e assistência social; criticou o fato de o mesmo secretário de Obras acumular a presidência da Defesa Civil, apontando conflito de interesse em eventuais apurações de falhas relacionadas a obras públicas.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
DEN-055,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-28,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou o caso concreto de moradores contemplados com casas populares pela CDHU que, durante atendimento da unidade móvel da CDHU na cidade, descobriram que já haviam quitado o financiamento havia até dois anos e continuaram recebendo e pagando carnês normalmente, sem que o sistema tivesse registrado a quitação; cobrou explicações de quem seria o responsável por essa falha de controle.","Diretoria Jurídica, Habitação e de Trânsito",Recebida pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 27/11/2023 (122ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-28. Usada a data do texto. Caso relatado durante atendimento da CDHU móvel realizado no sábado anterior à sessão."
DEN-056,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-28,Anderson Marcos Viana,"O vereador Anderson Marcos Viana denunciou o estado de abandono do Parque Ecológico, citando o exemplo concreto do piso do campinho de vôlei/areia, hoje coberto por terra dura e murundus, canos de PVC quebrados representando risco de acidente, grama invadindo a quadra e rede esportiva deteriorada; relatou que, na falta de resposta da administração, chegou a custear pessoalmente (via doador) um caminhão de areia para o local e se ofereceu a doar outro.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 27/11/2023 (122ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-28. Usada a data do texto."
DEN-057,2023,123ª Sessão Ordinária da 18ª Legislatura,2023-12-05,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou o caso concreto de uma criança de 1 ano e 1 mês do município que necessita de cirurgia de aproximadamente R$ 40-46 mil não coberta pelos convênios de saúde votados pela Câmara, cuja família recorreu a vaquinha nas redes sociais; afirmou que a Secretaria de Saúde está a par do caso há mais de 5 meses sem solução, e que a criança passou por diversos diagnósticos e avaliações médicas equivocadas antes da identificação correta da doença, o que atrasou o tratamento.",Diretoria de Saúde,Recebida pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 4/12/2023 (123ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-12-05. Usada a data do texto. O vereador citou também o caso de um amigo que teria falecido após 6 meses de espera por atendimento em outra especialidade, sem detalhar mais."
DEN-058,2023,123ª Sessão Ordinária da 18ª Legislatura,2023-12-05,Anderson Marcos Viana,"O vereador Anderson Marcos Viana denunciou o estado de sucateamento do micro-ônibus ('branquinho') usado pelo setor de transporte da saúde para levar pacientes a Presidente Prudente, relatando caso concreto em que o veículo perdeu velocidade repentinamente (de 60 para 20 km/h) durante viagem, com ferragem do teto se soltando e impossibilidade de instalar cinto de segurança; cobrou da administração a aquisição de veículo novo com recursos próprios, já que o governo estadual não havia providenciado substituição.",Diretoria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 4/12/2023 (123ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-12-05. Usada a data do texto. Relacionada à indicação nº 236/2023, de mesma autoria, pedindo aquisição de micro-ônibus para a saúde."
DEN-059,2023,124ª Sessão Ordinária da 18ª Legislatura,2023-12-12,Anderson Marcos Viana,"O vereador Anderson Marcos Viana cobrou o paradeiro de aproximadamente 8 caminhões-truck de pedras portuguesas retiradas da Praça Álvaro de Oliveira Junqueira durante sua reforma e armazenadas no bairro Duas Barras, que desapareceram entre visitas suas ao local em 1º e 13 de julho de 2023; classificou como insatisfatória a resposta da administração (ofício 264/2023), que atribuiu a retirada à 'gestão anterior' e alegou desconhecimento do assunto, e cobrou explicações sobre por que o setor responsável nunca teria verificado o local em três anos.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 11/12/2023 (124ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-12-12_2. Usada a data do texto. Caso vinculado ao requerimento nº 50/2023 (ver arquivo de requerimentos); o vereador variou o número de caminhões citados entre sessões (4, depois 8), dizendo evitar cravar o número exato 'para não dar processo' - possível exagero retórico, mantido conforme relatado."
DEN-060,2023,124ª Sessão Ordinária da 18ª Legislatura,2023-12-12,"Anderson Marcos Viana, Elio Furini Neto","Os vereadores relataram casos concretos de danos a equipamentos domésticos (queima de modem de internet, queima de um freezer no bairro próximo ao Troiano) causados por quedas/oscilações recorrentes de energia elétrica em diversos bairros da cidade, incluindo o Jardim das Américas; cobraram da concessionária Neoenergia, por meio da administração, explicações e soluções para a instabilidade da rede.",Neoenergia Elektro (concessionária de energia elétrica) / Diretoria Administrativa,Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 11/12/2023 (124ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-12-12_2. Usada a data do texto. Relacionada à indicação nº 244/2023, de autoria de Anderson Marcos Viana, sobre a mesma questão."
DEN-061,2023,124ª Sessão Ordinária da 18ª Legislatura,2023-12-12,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou confusão gerada por verba de causa animal anunciada em vídeo por um deputado como destinada a esse fim, mas que, segundo resposta da administração, teria sido incorporada ao setor de saúde; como resultado, munícipes passaram a procurar a casa da vereadora Marisa Alves da Silva Costa pedindo ração, quando o correto seria procurar o setor de zoonoses/saúde para castração e apoio a animais.",Diretoria de Saúde,Recebida pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 11/12/2023 (124ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-12-12_2. Usada a data do texto."
DEN-062,2023,124ª Sessão Ordinária da 18ª Legislatura,2023-12-12,Anderson Marcos Viana,"O vereador Anderson Marcos Viana cobrou da administração, pela quinta ou sexta vez ao longo de anos, o repasse em dinheiro (bonificação equivalente a um 13º salário) aos Agentes Comunitários de Saúde (ACS) e Agentes de Combate a Endemias (ACE), afirmando que o município recebe recursos federais destinados a essa bonificação mas nunca os repassa aos agentes, ao contrário de outros municípios da região.",Diretoria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,"O texto da sessão menciona a data de 11/12/2023 (124ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-12-12_2. Usada a data do texto. Relacionada à indicação nº 248/2023, de mesma autoria, propondo lei para conceder o incentivo."
DEN-063,2023,125ª Sessão Ordinária da 18ª Legislatura,2023-12-18,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que, no concurso público municipal realizado nos dias 16 e 17 de dezembro, a mesma prova teria sido aplicada para cargos distintos (tratorista, auxiliar de enfermagem e agente de saúde), orientando os candidatos que se sentissem prejudicados a buscar orientação jurídica e recorrer via mandado de segurança.",Administração Municipal / Comissão do Concurso Público,Feita/cobrada pelo vereador,Pendente de Verificação,Vereador afirmou não ter acesso direto às provas; denúncia baseada em relatos de terceiros/população que o procurou.
DEN-064,2023,125ª Sessão Ordinária da 18ª Legislatura,2023-12-18,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que a administração municipal e a imprensa da cidade deixam de divulgar recursos (emendas parlamentares) destinados por vereadores que não fazem parte da ""base"" governista, citando especificamente doações à Santa Casa de R$ 999.986,00 (obtida em 10/11 com o Deputado Arlindo Chignalia) e R$ 300 mil (obtidos com o Deputado Reinaldo Alguz) que não teriam sido divulgadas pela administração, em contraste com R$ 100 mil doados por outro vereador que foi amplamente noticiado.",Administração Municipal / Prefeitura,Feita/cobrada pelo vereador,Pendente de Verificação,Relato baseado na percepção do próprio vereador sobre tratamento diferenciado na divulgação de verbas; não há confirmação documental citada na sessão.
DEN-065,2023,125ª Sessão Ordinária da 18ª Legislatura,2023-12-18,Terezinha de Lourdes Freitas Regodanso,"Vereadora Terezinha de Lourdes Freitas Regodanço relatou que, na semana anterior à sessão, uma criança caiu da arquibancada do complexo esportivo Joaquina Porto Ferreira e ficou gravemente ferida, precisando ser transferida para atendimento médico fora do município, devido à falta de proteção (parapeito/corrimão) no local.",Diretoria de Obras / Prefeitura Municipal,Recebida pelo vereador,Pendente de Verificação,"Relato motivou a indicação nº 251/2023, apresentada na mesma sessão."
DEN-066,2023,125ª Sessão Ordinária da 18ª Legislatura,2023-12-18,Anderson Marcos Viana,"Vereador Anderson Marcos Viana relatou um acidente com o filho de um amigo na arquibancada do Campo da Curitiba, na Vila Beatriz: a criança perdeu o controle da bicicleta e caiu entre a calçada e a arquibancada, sofrendo fratura no braço e ferimentos na cabeça e no peito, sendo transferida em estado grave para Presidente Prudente. O vereador questionou se o local possuía AVCB (Auto de Vistoria do Corpo de Bombeiros) e criticou a ausência de corrimão/alambrado na estrutura.",Corpo de Bombeiros / Defesa Civil / Diretoria de Obras,Recebida pelo vereador,Pendente de Verificação,"Pode se tratar do mesmo episódio citado por outros vereadores em relação à arquibancada do complexo Joaquina Porto Ferreira, ou de um caso distinto em outro local (Campo da Curitiba/Vila Beatriz) — recomenda-se verificar com o vereador antes de publicar."
DEN-067,2023,125ª Sessão Ordinária da 18ª Legislatura,2023-12-18,Anderson Marcos Viana,"Vereador Anderson Marcos Viana cobrou da administração municipal a ausência de qualquer projeto de lei ou comunicado sobre o reajuste salarial dos servidores públicos até o encerramento do ano legislativo de 2023, alertando que outras cidades da região já haviam fechado o índice de aumento.",Prefeitura Municipal / Poder Executivo,Feita/cobrada pelo vereador,Pendente de Verificação,Trata-se mais de uma cobrança política do que de uma denúncia formal de irregularidade; incluído por envolver um fato concreto (ausência de projeto).
DEN-068,2024,85ª Sessão Extraordinária da 18ª Legislatura,2024-01-15,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que a reunião realizada pelo prefeito para debater o índice de reajuste salarial dos servidores contou apenas com a presença do presidente da Câmara e da vereadora Sofia Rodrigues dos Santos, sem convite aos demais vereadores; segundo relatos que ele reproduziu (sem confirmar), a exclusão teria sido intencional para afastar vereadores vistos como oposição.",Prefeitura Municipal / Poder Executivo,Feita/cobrada pelo vereador,Pendente de Verificação,"O próprio vereador ressalvou que não tem certeza da veracidade do motivo da exclusão ('não estamos dizendo que é verdade, palavras soam por aí')."
DEN-069,2024,126ª Sessão Ordinária da 18ª Legislatura,2024-02-05,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que a obra no bairro Jardim Pioneiros, no valor de R$ 659.628,43, estava parada havia mais de 35 dias, com cimento endurecendo, porcelanato abandonado, fiação solta exposta e nenhuma proteção que impedisse o acesso de crianças, apesar de haver um playground ao lado.",Prefeitura Municipal / Diretoria de Obras,Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-070,2024,126ª Sessão Ordinária da 18ª Legislatura,2024-02-05,Anderson Marcos Viana,"Vereador Anderson Marcos Viana apresentou formalmente uma denúncia de suposto desvio de patrimônio público: pedras portuguesas retiradas do Jardim Álvaro Junqueira (cerca de seis caminhões truncados) e levadas para trás do Campo das Duas Barras desapareceram; segundo resposta a requerimento anterior, as pedras teriam sumido ""no mandato passado"", mas o vereador afirma ter fotos datadas de janeiro de 2023 mostrando as pedras ainda no local, contradizendo essa versão. Pediu que o caso seja apurado, inclusive pelo Ministério Público.",Diretoria de Obras / Ministério Público,Feita/cobrada pelo vereador,Pendente de Verificação,"O próprio vereador qualificou a denúncia como ""suposta"" para evitar processo por difamação; pediu explicitamente investigação do Ministério Público."
DEN-071,2024,126ª Sessão Ordinária da 18ª Legislatura,2024-02-05,Reinaldo Codognato,"Vereador Reinaldo Codognato relatou que moradores denunciaram o uso indevido de locais destinados a ""ecopontos"" como depósitos irregulares de lixo, citando os casos da curva do Aramaque (onde a placa do ecoponto chegou a ser retirada após reclamações) e da entrada do bairro Jardim das Américas, prejudicando os moradores das proximidades.",Setor de Limpeza Urbana / Meio Ambiente,Recebida pelo vereador,Pendente de Verificação,
DEN-072,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que a área de lazer/campo de futebol do bairro Carmezinho 1, construída há cerca de 3 anos com recursos públicos, nunca foi utilizada (nunca houve sequer uma partida), está tomada pelo mato, sem iluminação noturna, com relatos de cobras e escorpiões no local, além de um vazamento de água que já durava 24 horas sem reparo, favorecendo a proliferação do mosquito da dengue.",Diretoria de Obras / Secretaria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-073,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que a obra de contenção da erosão conhecida como ""buracão"" no Jardim Paulista, orçada em R$ 2,5 milhões e aprovada pela Câmara havia quase um ano, ainda não havia sido iniciada, apesar do risco de a erosão atingir residências (segundo ele, bastariam cerca de 2,5 metros de avanço para engolir uma casa). Suspeitou que o início da obra estaria sendo propositalmente adiado para coincidir com o período eleitoral.",Prefeitura Municipal / Diretoria de Obras,Feita/cobrada pelo vereador,Pendente de Verificação,"Vereadora Terezinha de Lourdes Freitas Regodanço confirmou, na mesma sessão, que a obra ainda não havia começado apesar da verba aprovada."
DEN-074,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que cortes de asfalto feitos para instalação de redutores de velocidade (lombadas) na Avenida Bandeirantes e em outro ponto próximo a uma área de lazer permanecem inacabados há quase um ano, sem que a lombada tenha sido efetivamente instalada.",Diretoria de Obras / Trânsito,Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-075,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou tratamento desigual na concessão de transporte escolar entre bairros: enquanto em alguns pontos o critério de distância mínima teria sido reduzido informalmente para 900-1.200 metros, outras crianças (caso citado: menina de 6 anos na Rua Curitiba, a 1.000 metros da escola, e outra criança a 1.100 metros perto do CRAS/Criança Feliz) tiveram o transporte negado por não atingirem os 1.500 metros previstos na lei federal.",Secretaria Municipal de Educação,Feita/cobrada pelo vereador,Pendente de Verificação,"Vereador Reinaldo Codognato respondeu na mesma sessão que a diferença decorre de linhas divisórias de bairros e não de privilégio, propondo esclarecimento em vídeo institucional; ponto ainda controverso entre os vereadores."
DEN-076,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Paulo Sérgio Cordeiro,"Vereador Paulo Sérgio Cordeiro relatou ter recebido ameaças em razão dos requerimentos 04/2024 e 05/2024, que pedem esclarecimentos sobre contratos de mídia e propaganda e sobre vínculos de fornecedores com a Prefeitura Municipal, sem detalhar a origem ou o teor das ameaças.",,Contra o vereador,Pendente de Verificação,Vereador não identificou o autor nem detalhou a natureza da ameaça; verificar se houve registro de boletim de ocorrência.
DEN-077,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que a Prefeitura protocolou, em 14/02/2024 (processo nº 5000073), nova ação judicial contra o pagamento do piso salarial dos professores, alegando que a norma que institui o piso seria apenas um decreto/portaria e não uma lei; em 2023 a administração já havia vencido ação semelhante, mantendo a não obrigatoriedade do pagamento do piso.",Prefeitura Municipal / Secretaria de Educação,Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-078,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Anderson Marcos Viana,"Vereador Anderson Marcos Viana reiterou reclamações da população sobre o concurso público municipal, alegando que pessoas ligadas à empresa organizadora ou a encarregados/moradores da cidade poderiam ter participado da aplicação das provas, e voltou a orientar os interessados a buscar advogado e impetrar mandado de segurança.",Comissão do Concurso Público / Administração Municipal,Feita/cobrada pelo vereador,Pendente de Verificação,Reitera a denúncia já feita na sessão de 19/12/2023 sobre o mesmo concurso; sem provas concretas apresentadas em plenário.
DEN-079,2024,127ª Sessão Ordinária da 18ª Legislatura,2024-02-14,Marisa Alves da Silva Costa,"Vereadora Marisa Alves da Silva Costa denunciou que deixou de receber um veículo destinado ao trabalho de resgate e castração de animais porque não faz parte da ""base"" política da administração, tendo que usar seu próprio carro e combustível para buscar animais para castração.",Prefeitura Municipal,Feita/cobrada pelo vereador,Pendente de Verificação,Relato pouco detalhado quanto à origem do veículo (possível emenda parlamentar) e a quem caberia a decisão; vereadora não identificou responsáveis.
DEN-080,2024,128ª Sessão Ordinária da 18ª Legislatura,2024-02-19,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que todas as árvores do canteiro da Avenida Bandeirantes foram arrancadas sem qualquer explicação ou comunicação prévia à Câmara, reduzindo a sombra na via — que passa por um centro de fisioterapia muito frequentado por idosos — e aumentando a velocidade dos veículos por falta de redutor de velocidade no local.",Diretoria de Obras / Meio Ambiente,Feita/cobrada pelo vereador,Pendente de Verificação,
