ID,Numero_Requerimento,Ano,Sessao,Data_Sessao,Vereador,Resumo,Diretoria_Destino,Resultado_Votacao,Oficio_Resposta,Status_Resposta,Observacoes
REQ-048,037,2025,26ª Sessão Ordinária da 19ª Legislatura,2025-08-25,"Reinaldo Codognato, Anderson Marcos Viana, Bruno Herreira, Edvaldo Aparecido Carvalho, Elizeu Adriano, Renato Vieira de Brito, Samir Edson Tino","Solicita à Diretoria de Planejamento, Obras, Serviços e Manutenção informações sobre a recorrente falta de água no bairro Vale do Sol, especificando as causas do problema e as providências que estão sendo adotadas para a solução.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,019/2025,Respondido,
REQ-049,038,2025,26ª Sessão Ordinária da 19ª Legislatura,2025-08-25,Edvaldo Aparecido Carvalho,"Requer à Diretoria Administrativa, em apoio à Comissão Organizadora da Seruva 2025, informação detalhada e pormenorizada sobre os gastos da Festa Seruva 2025 (shows, palco, camarotes, escolha da rainha, cavalgada), comparação com os valores gastos na Ceruva 2024, abertura de conta jurídica específica para as receitas do evento e cópia do convênio firmado com o Ministério do Turismo, em complementação ao Requerimento nº 035/2025.",Diretoria Administrativa,Aprovado,153/2025,Respondido,
REQ-050,039,2025,27ª Sessão Ordinária da 19ª Legislatura,2025-09-01,Reinaldo Codognato,"Requer à Diretoria de Saúde informações e providências quanto à necessidade de reforma geral da Estratégia de Saúde da Família 1 (ESF-1), incluindo visita técnica para averiguar goteiras, infiltrações, pisos desgastados e problemas de esgoto, e avaliação da ampliação do espaço físico da unidade.",Diretoria de Saúde,Aprovado,363/2025,Respondido,
REQ-051,040,2025,27ª Sessão Ordinária da 19ª Legislatura,2025-09-01,Edvaldo Aparecido Carvalho,"Requer à Diretoria de Planejamento, Obras, Serviços e Manutenção um levantamento das medidas tomadas para sanar a falta de espaço no cemitério municipal, incluindo eventuais ampliações, desapropriações, delimitação de quadras/ruas e o andamento da remoção de restos mortais de sepulturas temporárias e cancelamento de concessões abandonadas.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-052,,2025,29ª Sessão Ordinária da 19ª Legislatura,2025-09-15,Anderson Marcos Viana,"Requerimento escrito de urgência especial (art. 133 do Regimento Interno) solicitando a concessão de urgência especial para apreciação dos Projetos de Lei nº 032/2025 e Complementar nº 033/2025 (autorização de termo de colaboração com a Associação Agrícola para a Ceruva 2025). O presidente indeferiu sumariamente o requerimento, sem submetê-lo à apreciação do plenário, por entender ausente a necessidade premente e atual exigida pelo art. 133, §2º.",,Rejeitado,,Pendente,"[Requerimento de Urgência Especial] Requerimento não é pedido de informação a diretoria, mas pedido processual de urgência especial para votação de projetos de lei, dirigido à presidência/plenário da Câmara. Indeferido sumariamente pelo presidente (não colocado em votação); tratado aqui como 'Rejeitado' por não ter sido acolhido."
REQ-053,041,2025,29ª Sessão Ordinária da 19ª Legislatura,2025-09-15,"Bruno Herreira, Renato Vieira de Brito, Teresinha de Lourdes Freitas Regodanso, Edvaldo Aparecido Carvalho","Requer à Diretoria de Assistência Social informações sobre o funcionamento e utilização do prédio do Centro de Convivência do Idoso (CCI): cronograma de uso, regras de cobrança de aluguel, uso do prédio pelo CRAS para cursos, disponibilização de transporte para idosos, situação do alvará e programação de eventos.",Diretoria de Assistência Social,Aprovado,,Pendente,
REQ-054,042,2025,29ª Sessão Ordinária da 19ª Legislatura,2025-09-15,Anderson Marcos Viana,"Requer à Diretoria de Saúde informações detalhadas sobre os valores e custos (tabela FIPE, motor, parte elétrica, embreagem, pintura, pneus, manutenção) gastos na recuperação da ambulância que estava parada há cerca de três anos em Tupi Paulista, para verificar se o montante aplicado não superou o valor de mercado do veículo.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-055,,2025,31ª Sessão Ordinária da 19ª Legislatura (continuação/expediente),2025-09-29,Reinaldo Codognato,"Requerimento verbal, feito em plenário e aprovado por unanimidade, solicitando que a leitura do Projeto de Lei Complementar nº 42/2025 se restringisse apenas à mensagem e à ementa do projeto, dispensando a leitura integral do texto (já conhecido e objeto de vistas anteriores).",,Aprovado,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Requerimento verbal de natureza estritamente procedimental (dispensa de leitura integral de projeto de lei em tramitação), sem número formal atribuído e sem pedido de informação/providência dirigido a diretoria. Incluído por determinação do novo critério de captura de TODOS os requerimentos, mesmo os que não seguem o rito formal completo."
REQ-056,043,2025,31ª Sessão Ordinária da 19ª Legislatura,2025-09-29,Reinaldo Codognato,"Requer envio de ofício à Diretoria de Educação, Cultura, Esporte, Lazer e Turismo solicitando informações sobre a possibilidade de aquisição de brinquedos pedagógicos para as escolas municipais de ensino infantil (EMEIs), já que há anos não ocorre reposição sistemática desses materiais.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Aprovado,082/2025,Respondido,
REQ-057,044,2025,31ª Sessão Ordinária da 19ª Legislatura,2025-09-29,Anderson Marcos Viana,"Requer envio de ofício à Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos solicitando informações sobre as providências tomadas em relação à contaminação do córrego conhecido como Taquaruçu da Banana, que apresentava sinais de poluição por esgoto e resíduos oleosos, com relatos de morte de peixes.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Aprovado,023/2025,Respondido,
REQ-058,045,2025,32ª Sessão Ordinária da 19ª Legislatura,2025-10-06,"Reinaldo Codognato, Bruno Herreira","Requer envio de ofício ao Delegado da Receita Federal de Presidente Prudente/SP consultando sobre a possibilidade e viabilidade de doação de brinquedos pedagógicos provenientes de apreensões, a serem destinados às escolas municipais de ensino infantil (EMEIs) do município.",Delegado da Receita Federal de Presidente Prudente/SP,Aprovado,,Pendente,"Destinatário é órgão externo (Receita Federal), não uma das diretorias municipais; mantido o nome real do órgão conforme instrução."
REQ-059,046,2025,35ª Sessão Ordinária da 19ª Legislatura,2025-10-27,Reinaldo Codognato,"Requer envio de ofício à Agência Nacional de Energia Elétrica (ANEEL) solicitando providências junto à concessionária Neoenergia Elektro quanto às constantes interrupções no fornecimento de energia elétrica na zona rural do município, incluindo ressarcimento de danos, compensação financeira e apresentação de plano de investimentos.",Agência Nacional de Energia Elétrica (ANEEL),Aprovado,,Pendente,"Na leitura do resumo do Expediente, o locutor disse por lapso 'requerimento 46 de 2026, 2025' — trata-se claramente do Requerimento 46/2025, conforme confirmado no texto integral e na votação."
REQ-060,047,2025,35ª Sessão Ordinária da 19ª Legislatura,2025-10-27,Anderson Marcos Viana,"Requer envio de ofício à Diretoria de Planejamento, Obras, Serviços e Manutenção solicitando informações detalhadas sobre as repetidas falhas mecânicas da retroescavadeira de grande porte da frota municipal, incluindo motivo técnico da quebra recente ocorrida pouco depois de um conserto anterior.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-061,048,2025,35ª Sessão Ordinária da 19ª Legislatura,2025-10-27,"Adriano de Marcos Lopes, Teresinha de Lourdes Freitas Regodanso","Requer à Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos o envio da relação completa e atualizada de toda a frota de veículos pertencentes à Prefeitura Municipal de Junqueirópolis, com descrição detalhada de cada veículo.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-062,049,2025,36ª Sessão Ordinária da 19ª Legislatura,2025-11-03,Anderson Marcos Viana,"Requer à Diretoria de Saúde relatório com os valores totais pagos até a data às empresas de ambulância que prestam serviço de aluguel ou locação para transferência de pacientes do município, discriminando os valores por empresa e o período de competência de cada pagamento.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-063,050,2025,36ª Sessão Ordinária da 19ª Legislatura,2025-11-03,Anderson Marcos Viana,"Requer à Diretoria de Saúde relatório discriminando os valores totais gastos nos últimos seis meses com a alocação de profissionais, médicos e equipes de enfermagem para a realização do serviço de transferência de pacientes.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-064,051,2025,36ª Sessão Ordinária da 19ª Legislatura,2025-11-03,Anderson Marcos Viana,"Requer à Diretoria de Planejamento, Obras, Serviços e Manutenção informações detalhadas sobre a recente construção dos banheiros masculino e feminino no Recinto da Seruva (sob o barracão de leilões), incluindo cópia integral do projeto de engenharia/arquitetura e relatório/planilha com o valor total gasto na obra.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-065,052,2025,36ª Sessão Ordinária da 19ª Legislatura,2025-11-03,Anderson Marcos Viana,"Requer à Diretoria de Planejamento, Obras, Serviços e Manutenção informações sobre a situação da lagoa de tratamento do matadouro municipal, detalhando quais medidas e projetos estão sendo tomados para solucionar os problemas estruturais, notadamente o rompimento das placas e o risco de rompimento do aterro que separa as duas lagoas.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-066,,2025,37ª Sessão Ordinária da 19ª Legislatura,2025-11-10,Anderson Marcos Viana,"Solicita verbalmente que a administração informe o impacto financeiro nos cofres públicos de projeto de lei em elaboração que isentaria do IPTU imóveis afetados pela ausência de infraestrutura básica (pavimentação e iluminação pública), com prazo de 45 dias para regularização antes da isenção valer.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais; a presidência autorizou formalizar como requerimento, mas não houve leitura/votação nesta sessão."
REQ-067,,2025,37ª Sessão Ordinária da 19ª Legislatura,2025-11-10,Anderson Marcos Viana,"Denuncia o uso da van nova da saúde em dois dias seguidos para levar alunos a competições esportivas fora do município, deixando pacientes sem atendimento, e pede explicações formais da administração sobre o uso do veículo da saúde para fins de educação.",Diretoria de Saúde,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais; a presidência autorizou formalizar como requerimento, mas não houve leitura/votação nesta sessão. Este pedido é a origem do Requerimento 055/2025, formalizado na sessão seguinte (17/11)."
REQ-068,,2025,37ª Sessão Ordinária da 19ª Legislatura,2025-11-10,Renato Vieira de Brito,"Pede requerimento solicitando que a administração informe o impacto financeiro de projeto de lei de sua autoria que isenta do IPTU moradores com transtorno do espectro autista (TEA) e seus familiares, pedindo resposta rápida para aprovação ainda em 2025.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais; a presidência autorizou formalizar, mas não houve leitura/votação nesta sessão. Este pedido é a origem do Requerimento 053/2025, formalizado na sessão seguinte (17/11)."
REQ-069,,2025,37ª Sessão Ordinária da 19ª Legislatura,2025-11-10,Renato Vieira de Brito,"Pede requerimento dirigido à Diretoria de Saúde perguntando a situação (se há ou não licitação em andamento) do recurso de R$ 200 mil da deputada estadual Clarice Ghanem, depositado na conta do município desde 10/07/2025, destinado à implantação de uma sala multidisciplinar de atendimento a autistas.",Diretoria de Saúde,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais, na mesma fala do pedido anterior. Não ficou claro se foi de fato numerado junto aos Requerimentos 53-55 da sessão seguinte ou se ficou represado — sinalizado por cautela."
REQ-070,053,2025,38ª Sessão Ordinária da 19ª Legislatura,2025-11-17,Renato Vieira de Brito,"Requer à Diretoria de Fazenda, Compras, Almoxarifado, Recursos Humanos e Patrimônio a elaboração de estudo de impacto financeiro e orçamentário referente a modelo de projeto de lei que institui isenção de IPTU para unidades residenciais com moradores portadores de Transtorno do Espectro Autista (TEA), exigido pela Lei de Responsabilidade Fiscal.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-071,054,2025,38ª Sessão Ordinária da 19ª Legislatura,2025-11-17,Anderson Marcos Viana,"Requer à Diretoria de Fazenda, Compras, Almoxarifado, Recursos Humanos e Patrimônio a elaboração de estudo de impacto financeiro e orçamentário referente a modelo de projeto de lei que estabelece isenção de IPTU para proprietários de imóveis afetados pela ausência de infraestrutura básica (pavimentação e iluminação pública), com isenção prevista caso o problema não seja sanado em 45 dias após protocolo do morador.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-072,055,2025,38ª Sessão Ordinária da 19ª Legislatura,2025-11-17,Anderson Marcos Viana,"Requer informações e justificativas à Diretoria de Educação, Cultura, Esporte, Lazer e Turismo sobre a recente utilização de uma van pertencente à frota da saúde para transporte de profissionais da educação: motivo da solicitação, finalidade/data/destino/assunto da viagem, se a educação dispunha de veículo próprio ou de outra diretoria, e custo total do deslocamento.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Aprovado,,Pendente,
REQ-073,056,2025,38ª Sessão Ordinária da 19ª Legislatura,2025-11-17,Reinaldo Codognato,"Requer à Diretoria de Planejamento, Obras, Serviços e Manutenção informações sobre os serviços de pintura em prédios públicos municipais: montante total gasto, relação e quantidade de prédios já pintados, cronograma dos que ainda serão pintados, previsão orçamentária futura, e se foi estudada a manutenção da mesma cor para reduzir despesas.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-074,057,2025,38ª Sessão Ordinária da 19ª Legislatura,2025-11-17,Edvaldo Aparecido Carvalho,"Requer à Diretoria de Saúde informações atualizadas sobre a aquisição do medicamento Tenecteplase, indicado para tratamento de infarto, cuja compra estava prevista para o município.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-075,,2025,39ª Sessão Ordinária da 19ª Legislatura,2025-11-24,Renato Vieira de Brito,Pedido verbal para que a Presidência convoque o responsável pela administração da rede social oficial de Natal do município a prestar esclarecimentos sobre a exclusão de todas as publicações/fotos dos anos anteriores.,,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais, sem votação formal. Não ficou claro no texto qual diretoria administra a rede social do Natal do município."
REQ-076,,2025,39ª Sessão Ordinária da 19ª Legislatura,2025-11-24,Renato Vieira de Brito,"Pedido verbal de informações e prestação de contas sobre os valores gastos com os enfeites de Natal e o repasse aprovado à Associação Comercial (incluindo os R$ 60 mil de premiação e o restante para os enfeites, além de esclarecimento sobre mão de obra utilizada).",,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais, na mesma fala do pedido anterior, sem votação formal. Possível destinatária: Diretoria de Fazenda/Compras ou Diretoria de Licitações, Contratos e Convênios (não explicitado no texto)."
REQ-077,,2025,40ª Sessão Ordinária da 19ª Legislatura,2025-12-02,Anderson Marcos Viana,Cobrança verbal em explicação pessoal sobre resposta insuficiente (apenas cinco linhas) recebida de um requerimento anterior sobre a sindicância relativa ao falecimento do Sr. Adilson Francisco dos Santos e de uma munícipe; a presidência se comprometeu a reiterar o pedido solicitando o processo administrativo completo.,Irmandade Santa Casa de Misericórdia de Junqueirópolis,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Cobrança/reiteração verbal de requerimento de sessão anterior não identificado por número; entidade destinatária é filantrópica, não uma das 9 diretorias oficiais."
REQ-078,,2025,40ª Sessão Ordinária da 19ª Legislatura,2025-12-02,Anderson Marcos Viana,"Questionamento verbal se as frutas e hortaliças da alimentação escolar são compradas com recursos federais ou próprios do município, pedindo verificação/esclarecimento.",,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido informal e impreciso, baixa confiança de que se trate efetivamente de um requerimento; incluído por cautela conforme critério de captura ampla."
REQ-079,058,2025,40ª Sessão Ordinária da 19ª Legislatura,2025-12-02,Reinaldo Codognato,"Requer à Diretoria de Saúde informações sobre a drástica queda no número de castrações de animais realizadas pelo município e falhas no sistema de agendamento: justificativa técnica para a mudança do agendamento (antes feito pela clínica contratada, depois pelo setor de vigilância), motivo da ineficiência do atendimento telefônico, motivo de terem sido realizados apenas 18 dos 40-44 procedimentos mensais disponíveis, e existência de plano de ação para zerar a fila de espera.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-080,,2025,41ª Sessão Ordinária da 19ª Legislatura,2025-12-08,"Edvaldo Aparecido Carvalho, Bruno Herreira, Reinaldo Codognato","Requerimento da Mesa Diretora solicitando a transferência da sessão ordinária regimentalmente agendada para 15/12/2025 (segunda-feira) para o dia 16/12/2025 (terça-feira), às 19h, em razão da coincidência com o evento 'Chegada do Papai Noel 2025', promovido pela Associação Comercial e Empresarial de Junqueirópolis, do qual a própria Câmara é apoiadora institucional.",,Aprovado,,Pendente,"Requerimento formal (lido, justificado, assinado pela Mesa Diretora e votado), porém não dirigido a uma diretoria da Prefeitura ou órgão externo — trata de matéria interna/procedimental da própria Câmara (alteração de data de sessão). Incluído por se tratar de um 'Requerimento' nominalmente apresentado e votado em plenário, conforme critério ampliado desta extração."
REQ-081,059,2025,42ª Sessão Ordinária da 19ª Legislatura,2025-12-16,Bruno Herreira,"Requer à Diretoria Administrativa informações detalhadas sobre a conclusão e aplicação dos laudos de insalubridade e periculosidade elaborados por empresa especializada contratada, incluindo cópia dos relatórios conclusivos, relação de setores/cargos com direito ao adicional reconhecido ou alterado, e previsão para implantação financeira dos adicionais nos vencimentos dos servidores aptos.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-082,060,2025,42ª Sessão Ordinária da 19ª Legislatura,2025-12-16,"Edvaldo Aparecido Carvalho, Anderson Marcos Viana, Renato Vieira de Brito","Requer à Diretoria Administrativa o envio da prestação de contas completa da Festa de Exposição à Seruva 2025, incluindo extratos bancários da conta específica do evento, cópias de todos os contratos (shows, estruturas, segurança, publicidade), notas fiscais e recibos de despesas, comprovantes de contratações de pessoal temporário, e relatórios analíticos de receitas (camarotes, patrocínios, praça de alimentação, taxas de barracas e estacionamento), tendo em vista que o Executivo, via Ofício 153/2025, havia se comprometido a disponibilizar essa documentação em até 30 dias após o término da festa e não o fez.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-083,,2025,14ª Sessão Extraordinária da 19ª Legislatura,2025-12-19,Elizeu Adriano,"Requerimento verbal, apresentado em plenário pelo vereador Elizeu Adriano e votado de imediato, solicitando que a leitura dos 21 projetos de lei/lei complementar de convênios e termos de colaboração pautados naquela sessão fosse feita de forma reduzida (apenas mensagem/emenda e o artigo 1º de cada projeto), tendo em vista que o conteúdo já havia sido discutido em reunião prévia com vereadores, entidades e o Executivo.",,Aprovado,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Requerimento não numerado, apresentado e votado oralmente durante a sessão, sem petição escrita prévia nem direcionamento a diretoria ou órgão externo — trata de matéria interna de procedimento legislativo (dispensa de leitura integral). Incluído por se tratar de um 'requerimento' nominalmente citado e votado em plenário, conforme critério ampliado desta extração."
REQ-084,061,2025,43ª Sessão Ordinária da 19ª Legislatura,2025-12-22,"Anderson Marcos Viana, Edvaldo Aparecido Carvalho","Requer à Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos informações detalhadas sobre o repasse do Incentivo Financeiro Adicional (IFA), parcela extra federal, destinado aos agentes comunitários de saúde e agentes de combate a endemias: se o município já recebeu o repasse federal deste exercício, data e valor creditado, se o pagamento já foi efetuado aos servidores e, caso não, a data prevista, e justificativa para eventual retenção do valor já recebido.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-085,062,2025,43ª Sessão Ordinária da 19ª Legislatura,2025-12-22,Edvaldo Aparecido Carvalho,"Requer à Diretoria Administrativa informações sobre o andamento e execução das indicações apresentadas pelos vereadores durante o exercício de 2025: relatório discriminado das indicações efetivamente atendidas e concluídas, motivos técnicos, operacionais ou orçamentários para o número limitado de atendimentos, e existência de cronograma para execução das indicações pendentes no exercício seguinte.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-086,001,2026,44ª Sessão Ordinária da 19ª Legislatura,2026-02-02,Renato Vieira de Brito,"Requer cópia integral dos documentos referentes à locação do prédio da antiga faculdade de Junqueirópolis, onde funciona temporariamente a EMEI Cristo Redentor, incluindo o contrato de locação (e aditivos), os comprovantes de pagamento do aluguel e as contas de energia elétrica do imóvel.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-087,002,2026,44ª Sessão Ordinária da 19ª Legislatura,2026-02-02,Renato Vieira de Brito,"Solicita o envio de informações financeiras e contábeis referentes ao fechamento do exercício de 2025 em comparação com o exercício anterior, incluindo relatórios de receita e despesa corrente líquida e cópias integrais dos extratos de todas as contas bancárias da Prefeitura referentes a dezembro de 2024 e dezembro de 2025.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-088,003,2026,44ª Sessão Ordinária da 19ª Legislatura,2026-02-02,Renato Vieira de Brito,"Solicita esclarecimentos sobre a contabilização e o ingresso de recursos de emendas parlamentares recebidos pelo município no segundo semestre de 2025, que não constaram na prestação de contas divulgada, requerendo cópia dos extratos ou comprovantes bancários com as datas exatas de crédito desses valores.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-089,004,2026,44ª Sessão Ordinária da 19ª Legislatura,2026-02-02,Bruno Herreira,"Solicita informações atualizadas sobre a regularização documental do Distrito Industrial 4, incluindo a fase atual do processo, eventuais pendências técnicas ou jurídicas que impeçam a finalização da documentação dos lotes e empresas, e a previsão para a regularização total da situação.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Aprovado,,Pendente,
REQ-090,,2026,45ª Sessão Ordinária da 19ª Legislatura,2026-02-09,Anderson Marcos Viana,"Pedido verbal, feito em explicações pessoais, de convocação da Diretora de Saúde e do setor jurídico da administração para explicarem à Câmara os motivos e os trâmites legais da transferência de moradores do Jardim dos Pássaros do atendimento do ESF-2/ESF-7 para o ESF-4 (Cristo Redentor).",Diretoria de Saúde,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido feito oralmente na tribuna (explicações pessoais), sem número de requerimento atribuído nesta sessão. O Presidente respondeu que 'será estudada a possibilidade' e que fará a 'requisição' para comparecimento da diretora de saúde e do jurídico da administração perante o plenário; ainda não formalizado até o encerramento da sessão de 09/02/2026. O pedido também menciona o setor jurídico da administração (Diretoria Jurídica, Habitação e de Trânsito) como destinatário conjunto, além da Diretoria de Saúde."
REQ-091,005,2026,45ª Sessão Ordinária da 19ª Legislatura,2026-02-09,"Edvaldo Aparecido Carvalho, Reinaldo Codognato","Solicita ao Delegado Seccional de Polícia Civil de Dracena o empenho para a designação urgente de um delegado de polícia titular e fixo para Junqueirópolis, manifestando a preferência da comunidade pela designação da Dra. Ana Carolina Agüero Mazo, que já atua na região e conhece a dinâmica do município.",Delegado Seccional de Polícia Civil de Dracena,Aprovado,,Pendente,"Requerimento não é dirigido a uma diretoria da Prefeitura, mas ao Delegado Seccional de Polícia Civil de Dracena (autoridade externa ao município); campo diretoria_destino preenchido com o destinatário real."
REQ-092,,2026,46ª Sessão Ordinária,2026-02-18,Bruno Herreira,"Em explicações pessoais, o vereador pediu cópia de lei/ato da administração que teria viabilizado seu retorno ao emprego (técnico) no pronto socorro municipal, para esclarecer se houve tratamento diferenciado (""cabide de emprego""). O presidente determinou que constasse como requerimento apresentado em tribuna, sem atribuição de número nesta sessão.",,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Diretoria de destino não especificada no áudio; pelo assunto (RH/pessoal de saúde) pode ser Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos ou Diretoria Jurídica. Não foi localizado número formal nas sessões seguintes do lote (23/02, 02/03, 09/03)."
REQ-093,,2026,46ª Sessão Ordinária,2026-02-18,Reinaldo Codognato,"Em explicações pessoais, solicitou verbalmente informações sobre a situação da emenda parlamentar de R$ 100 mil do deputado estadual Thiago Aurício, repassada em 10/12/2025, destinada a custeio de castrações pela causa animal, pedindo que constasse como requerimento.",,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Mesmo assunto foi formalizado como Requerimento 010/2026 (sessão de 23/02/2026, dirigido à Diretoria de Saúde), possivelmente originado deste pedido verbal."
REQ-094,006,2026,46ª Sessão Ordinária,2026-02-18,Bruno Herreira,"Solicita à Diretoria Jurídica, Habitação e de Trânsito informações oficiais sobre o atual estágio dos estudos para a implantação do regime de diárias de viagem para os motoristas do serviço público municipal.","Diretoria Jurídica, Habitação e de Trânsito",Aprovado,,Pendente,
REQ-095,007,2026,46ª Sessão Ordinária,2026-02-18,Reinaldo Codognato,"Requer envio de ofício à concessionária Eixo SP, com cópia à ARTESP, solicitando informações oficiais e detalhadas sobre o cronograma de início das obras de duplicação da rodovia Comandante João Ribeiro de Barros (SP-294) no trecho de Junqueirópolis.",Concessionária Eixo SP / ARTESP (Agência de Transporte do Estado de São Paulo),Aprovado,,Pendente,"Requerimento não é dirigido a uma diretoria da Prefeitura, mas à concessionária EIXO SP (com cópia à ARTESP); campo diretoria_destino deixado null por não haver diretoria municipal destinatária."
REQ-096,,2026,47ª Sessão Ordinária,2026-02-23,Edvaldo Aparecido Carvalho,"Ao final da sessão, o presidente determinou a elaboração de requerimento à Associação Agrícola de Junqueirópolis solicitando extratos bancários, contratos, notas fiscais e demais comprovantes da Feira/Seruva 2025, após o Executivo informar que a documentação está sob guarda da Associação. Ficou definido que seria votado na sessão seguinte.",Associação Agrícola de Junqueirópolis,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Formalizado e votado como Requerimento 011/2026 na sessão de 02/03/2026."
REQ-097,,2026,47ª Sessão Ordinária,2026-02-23,Edvaldo Aparecido Carvalho,"O presidente determinou a elaboração de requerimento ao setor competente solicitando informações sobre a situação da licitação/aplicação dos R$ 200 mil da deputada Clarice Ganei destinados à montagem de sala multisensorial, recurso já na conta havia oito meses sem execução (assunto originalmente trazido pelo vereador Renato Vieira de Brito).",,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Diretoria de destino não especificada (possivelmente Diretoria de Saúde ou Diretoria de Educação). Não foi localizado número formal nas sessões seguintes do lote (02/03 e 09/03)."
REQ-098,008,2026,47ª Sessão Ordinária,2026-02-23,Anderson Marcos Viana,Solicita informações acerca dos recursos financeiros destinados e já liberados para a execução do projeto Boa-Morada no exercício deste ano.,Diretoria de Assistência Social,Aprovado,,Pendente,
REQ-099,009,2026,47ª Sessão Ordinária,2026-02-23,Anderson Marcos Viana,"Solicita apresentação de levantamento referente a todos os enfeites de Natal armazenados pelo Poder Executivo, com relação que separe e identifique quais peças pertencem à Associação Comercial Empresarial de Junqueirópolis e quais foram adquiridas exclusivamente com recursos públicos pela Prefeitura.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-100,010,2026,47ª Sessão Ordinária,2026-02-23,Reinaldo Codognato,"Solicita informações sobre a destinação e aplicação dos recursos provenientes da Emenda Parlamentar destinada à área da saúde (Código 2025.09276939, de autoria do Deputado Thiago Auricchio, no valor de R$ 100 mil, paga em 10/12/2025), questionando em quais serviços, unidades, insumos ou pagamentos específicos o montante foi ou será aplicado.",Diretoria de Saúde,Aprovado,,Pendente,Possível origem em pedido verbal do mesmo vereador na sessão de 18/02/2026.
REQ-101,011,2026,48ª Sessão Ordinária,2026-03-02,Edvaldo Aparecido Carvalho,"Solicita o envio da prestação de contas completa e detalhada referente à realização da Feira de Exposição à Seruva 2025, incluindo cópias integrais dos extratos bancários da conta específica do evento, contratos firmados (shows, estrutura, segurança e publicidade), notas fiscais e comprovantes de pagamento, tendo em vista que o ofício 026/2026 informou que a execução financeira do evento é de responsabilidade direta da Associação Agrícola.",Associação Agrícola de Junqueirópolis,Aprovado,,Pendente,"Requerimento dirigido à Associação Agrícola de Junqueirópolis (entidade), não a uma diretoria/secretaria da Prefeitura — campo diretoria_destino preenchido conforme texto original."
