ID,Tipo,Numero,Ano,Sessao,Data_Sessao,Vereador,Resumo,Setor_Diretoria,Situacao,Resultado_Votacao,Oficio_Resposta,Status,Observacoes
2124-IND-101,Indicação,128,2022,76ª Sessão Ordinária da 18ª Legislatura,2022-10-25,"Reinaldo Codognato, Valdir Aparecido de Oliveira, Teresinha de Lourdes Freitas Regodanso","Reforçando a indicação nº 153/2021, solicita uma reforma geral no Centro Comunitário do bairro Duas Barras, dadas as condições precárias dos sanitários, cozinha, churrasqueira e do salão de festas.",,,,,Pendente de Análise,
2124-IND-102,Indicação,129,2022,77ª Sessão Ordinária da 18ª Legislatura,2022-11-01,Reinaldo Codognato,"Solicita providências, parciais (contenção com entulho/terra) ou totais (instalação de tubulação), para a erosão formada aos fundos da Rua Alberto Nusse, área rural da Vila Santa Ruth, problema antigo levado ao vereador por moradores que recolheram assinaturas.",,,,,Pendente de Análise,
2124-IND-103,Indicação,130,2022,77ª Sessão Ordinária da 18ª Legislatura,2022-11-01,"Reinaldo Codognato, Rui Domingos da Silva","Solicita o recapeamento de pontos estratégicos das ruas do município, em especial do bairro Jardim Esperança, cujas ruas estão esburacadas há muito tempo sem receber recapeamento.",,,,,Pendente de Análise,
2124-IND-104,Indicação,131,2022,77ª Sessão Ordinária da 18ª Legislatura,2022-11-01,"Paulo Sérgio Cordeiro, Valdir Aparecido de Oliveira","Reforçando a indicação nº 86/2021, solicita a contratação de segurança privada e instalação de câmeras de vigilância nas creches e escolas do município, para coibir brigas, vandalismo e crimes contra o patrimônio e garantir a segurança de alunos e servidores.",,,,,Pendente de Análise,
2124-DEN-023,Denúncia,,2022,77ª Sessão Ordinária da 18ª Legislatura,2022-11-01,Anderson Marcos Viana,"Vereador relata denúncia recebida de uma moradora da Rua das Andorinhas: outra moradora teria ido até a porta de sua casa e jogado veneno na tentativa de envenenar seus cães (que sobreviveram por comerem apenas ração). A vítima teria fotografado a situação e identificado a suspeita, mas sem provas suficientes para formalizar a denúncia no momento.",,Recebida pelo vereador,,,Pendente de Verificação,O vereador não citou nomes por já ter feito o alerta público na tribuna; não foi possível confirmar se houve registro formal de ocorrência policial sobre o caso.
2124-IND-105,Indicação,132,2022,78ª Sessão Ordinária da 18ª Legislatura,2022-11-07,Paulo Sérgio Cordeiro,"Solicita que seja servido um lanche da tarde às crianças e jovens que frequentam o projeto Espaço Amigo, para garantir alimentação adequada durante o período em que ficam fora de casa.",,,,,Pendente de Análise,"Divergência de data: o nome do arquivo indica 2022-11-08, mas o texto da sessão (abertura e leitura do expediente) menciona explicitamente '78ª sessão ordinária ... a ser realizada em 7 de novembro de 2022'. Adotada a data do texto, seguindo o padrão já observado em lotes anteriores (upload no YouTube um dia após a sessão real)."
2124-IND-106,Indicação,133,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,"Reinaldo Codognato, Rui Domingos da Silva","Solicita reforma geral do estabelecimento comercial localizado às margens do campo de futebol do bairro Vila São João, que serve comidas e bebidas a quem assiste aos jogos e funciona como ponto de encontro do time local.",,,,,Pendente de Análise,"Divergência de data: nome do arquivo indica 2022-11-17, texto da sessão menciona '79ª sessão ordinária ... a ser realizada em 16 de novembro de 2022'. Adotada a data do texto."
2124-IND-107,Indicação,134,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,Paulo Sérgio Cordeiro,"Reforçando a indicação 107/2021, solicita a construção de redutores de velocidade (lombadas/lombofaixas) na Avenida Rio Branco e na Rua Quinzinho da Cunha, nos cruzamentos com a Rua Victor Junqueira, próximo à Escola Municipal Professora Neide Macedo Brandão Fernandes.",,,,,Pendente de Análise,
2124-IND-108,Indicação,135,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,"Anderson Marcos Viana, Elio Furini Neto, Valdir Aparecido de Oliveira","Solicita a construção de um poço artesiano com reservatório estilo taça no bairro Vila São João, nos moldes do que foi feito no bairro Duas Barras, em razão da seca de poços caipiras que abastecem famílias do bairro.",,,,,Pendente de Análise,
2124-IND-109,Indicação,136,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,Anderson Marcos Viana,"Solicita a construção de um salão comunitário no bairro Jardim Paulista, na esquina da Rua Recife com a Rua Ipiranga, para sediar festividades do bairro e eventos do CI Sonho de Criança, que fica ao lado do local.",,,,,Pendente de Análise,
2124-IND-110,Indicação,137,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,Anderson Marcos Viana,"Solicita que se dê continuidade às lombadas/lombofaixas já riscadas no asfalto meses antes, como em frente à Escola Neide Macedo Brandão Fernandes, próximo ao Armazém do Hilário, e no cruzamento da Avenida Paulista com a Bandeirantes.",,,,,Pendente de Análise,
2124-IND-111,Indicação,138,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Solicita a construção de um memorial para as vítimas fatais da Covid-19 na entrada do trevo principal do município, na Avenida Geraldo Fudo, em homenagem às 105 vítimas registradas até o momento e suas famílias.",,,,,Pendente de Análise,
2124-REQ-017,Requerimento,018,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,Marisa Alves da Silva Costa,"Requer informações sobre os gastos dos recursos da conta 105.687-5, agência 09385 do Banco do Brasil, com origem em emenda parlamentar do deputado estadual, incluindo o investimento já realizado ou o planejamento para o investimento caso ainda não realizado.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Normal,Aprovado,,Pendente,Diretoria de destino inferida pelo conteúdo (informações financeiras sobre conta bancária/emenda parlamentar); o requerimento não especifica expressamente a diretoria.
2124-REQ-018,Requerimento,019,2022,79ª Sessão Ordinária da 18ª Legislatura,2022-11-16,Anderson Marcos Viana,"Requer o cronograma físico-financeiro da reforma do velório municipal e da revitalização da Avenida 7 de Setembro, incluindo o memorial descritivo das obras e a relação de materiais que serão utilizados.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Normal,Aprovado,,Pendente,
2124-IND-112,Indicação,139,2022,80ª Sessão Ordinária da 18ª Legislatura,2022-11-21,Anderson Marcos Viana,"Solicita que seja cercada a quadra de esportes do Jardim Alvorada, em razão de bolas chutadas ou arremessadas atingirem pessoas que caminham nas proximidades, especialmente idosos.",,,,,Pendente de Análise,"Divergência de data: nome do arquivo indica 2022-11-22, texto da sessão menciona '80ª sessão ordinária ... a ser realizada em 21 de novembro de 2022'. Adotada a data do texto."
2124-IND-113,Indicação,140,2022,80ª Sessão Ordinária da 18ª Legislatura,2022-11-21,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Reinaldo Codognato, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Solicita que seja providenciado um local adequado para o ensino de técnicas de autodefesa, voltado principalmente a mulheres, alvos frequentes de assédio e abuso na rua ou no transporte público. Indicação apresentada a partir de sugestão de alunos do Centro Comunitário Semente da Vida.",,,,,Pendente de Análise,
2124-IND-114,Indicação,141,2022,80ª Sessão Ordinária da 18ª Legislatura,2022-11-21,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Reinaldo Codognato, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Solicita a criação de um festival cultural denominado 'Junk Art', envolvendo música, dança, teatro e cinema, e sugere a adaptação do Centro de Formação Educacional (CEF) para implantação de um cinema municipal.",,,,,Pendente de Análise,
2124-IND-115,Indicação,142,2022,80ª Sessão Ordinária da 18ª Legislatura,2022-11-21,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Reinaldo Codognato, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Solicita a instalação de 'bueiros inteligentes' equipados com cestos coletores removíveis, para facilitar a limpeza e reduzir o entupimento das redes de drenagem da cidade.",,,,,Pendente de Análise,
2124-IND-116,Indicação,143,2022,80ª Sessão Ordinária da 18ª Legislatura,2022-11-21,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Reinaldo Codognato, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Solicita a troca dos canos e redes que delimitam as quadras do Parque Ecológico, instalação de bebedouros no local e organização de campeonatos de vôlei a cada três meses como incentivo ao esporte.",,,,,Pendente de Análise,
2124-DEN-024,Denúncia,,2022,80ª Sessão Ordinária da 18ª Legislatura,2022-11-21,Anderson Marcos Viana,"O vereador Anderson Marcos Viana denunciou a retirada de aproximadamente mil caminhões de terra de um terreno público próximo ao campo de futebol do bairro Duas Barras, sem autorização da Câmara Municipal, alegando que o local era um antigo aterro sanitário/hospitalar com seringas, agulhas e resíduos médicos ainda não decompostos, configurando risco à saúde pública.",,Feita/cobrada pelo vereador,,,Pendente de Verificação,"O vereador afirma 'ter feito a denúncia' mas não especifica a qual órgão externo (delegacia, Ministério Público etc.) ela foi endereçada; parece, neste primeiro momento, tratar-se de denúncia formulada publicamente em tribuna."
2124-IND-117,Indicação,144,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,"Anderson Marcos Viana, Elio Furini Neto","Solicita a manutenção do campo sintético do Jardim Paulista, cujo revestimento está deteriorado por falta de manutenção desde sua construção.",,,,,Pendente de Análise,"Divergência de data: nome do arquivo indica 2022-11-29, texto da sessão menciona '81ª sessão ordinária ... a ser realizada em 28 de novembro de 2022'. Adotada a data do texto."
2124-IND-118,Indicação,145,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,Valdir Aparecido de Oliveira,"Solicita a construção de uma quadra de vôlei de areia nas proximidades do ginásio de esportes Cícero Gomes, ao lado da Academia de Judô, para incentivar a prática de vôlei de areia, futebol e beach tennis.",,,,,Pendente de Análise,
2124-IND-119,Indicação,146,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,Anderson Marcos Viana,"Solicita a substituição ou restauração das placas de trânsito do município, em razão de várias estarem quebradas ou arrancadas, prejudicando o fluxo e a segurança viária.",,,,,Pendente de Análise,
2124-IND-120,Indicação,147,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,Anderson Marcos Viana,"Solicita a construção de um redutor de velocidade no encontro da Rua Victor Junqueira com a Rua Professora Neide Autrão, onde termina a pavimentação do bairro Jardim Alvorada, em razão do risco de acidentes com crianças no local.",,,,,Pendente de Análise,
2124-IND-121,Indicação,148,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Reinaldo Codognato, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Reforçando a indicação 108/2021, solicita a limpeza das lagoas de tratamento de esgoto do Matadouro e, principalmente, do Carreiro (Jardim Paulista), em razão da saturação e do mau cheiro que afetam moradores dos bairros adjacentes.",,,,,Pendente de Análise,
2124-IND-122,Indicação,149,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,"Reinaldo Codognato, Marisa Alves da Silva Costa, Rui Domingos da Silva, Sofia Rodrigues dos Santos","Solicita a implantação de carteira funcional para os servidores municipais, para facilitar a comprovação de vínculo e viabilizar isenções previstas nas Leis Estaduais 10.858/2001 e 15.298/2014, sem necessidade de apresentar holerite.",,,,,Pendente de Análise,
2124-IND-123,Indicação,150,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,Reinaldo Codognato,"Reforçando a indicação 162/2021, solicita que a administração intermedeie junto à Rumo Logística, com apoio do ITESP, a regularização da situação dos antigos moradores da colônia da FEPASA, visando a doação ou aquisição legal definitiva dos imóveis em que residem.",,,,,Pendente de Análise,
2124-IND-124,Indicação,151,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,"Rui Domingos da Silva, Reinaldo Codognato","Solicita revisão geral em todos os parques, praças e playgrounds do município, para oferecer opções seguras de lazer à população.",,,,,Pendente de Análise,
2124-DEN-025,Denúncia,,2022,81ª Sessão Ordinária da 18ª Legislatura,2022-11-28,Anderson Marcos Viana,"Anderson Marcos Viana retomou a denúncia da sessão anterior sobre a retirada de terra de possível aterro hospitalar em Duas Barras, contestando explicação do vereador Reinaldo Codognato (dada na sessão de 21/11) de que parte dessa terra teria sido usada na base do asfalto do Distrito Industrial IV. Classificou a hipótese como possível 'crime de peculato' caso confirmada, e cobrou apuração por se tratar de assunto de saúde pública.",,Feita/cobrada pelo vereador,,,Pendente de Verificação,"Continuação/atualização do caso registrado na sessão de 21/11/2022 (retirada de terra de possível aterro hospitalar em Duas Barras). Até o momento da fala, não havia confirmação oficial de que a terra tenha realmente sido usada na base do asfalto do Distrito Industrial IV."
2124-IND-125,Indicação,152,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,Anderson Marcos Viana,"Solicita a construção de uma escadaria de acesso com corrimão da Rua São Salvador até o Salão Comunitário do Jardim Alvorada, para facilitar o acesso de idosos, que hoje precisam contornar o local passando perto das quadras.",,,,,Pendente de Análise,"Divergência de data: nome do arquivo indica 2022-12-06, texto da sessão menciona '82ª sessão ordinária ... a ser realizada em 5 de dezembro de 2022'. Adotada a data do texto."
2124-IND-126,Indicação,153,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,Anderson Marcos Viana,"Solicita a reforma dos aros/tabelas de basquete das quadras do sistema de lazer do Jardim Esperança e do Jardim Alvorada, que se encontram em péssimo estado e representam risco aos jovens que os utilizam.",,,,,Pendente de Análise,
2124-IND-127,Indicação,154,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,Anderson Marcos Viana,"Reforçando a indicação 145/2021, solicita a colocação dos braços de luz que ainda faltam nos postes do Residencial das Américas, para maior segurança noturna e embelezamento do bairro.",,,,,Pendente de Análise,
2124-IND-128,Indicação,155,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,Anderson Marcos Viana,"Solicita a poda de árvores, eliminação de formigueiros e adequação dos bancos e da iluminação pública da Rua Piauí, no bairro Colina Verde, cujo espaço de lazer está se deteriorando.",,,,,Pendente de Análise,
2124-IND-129,Indicação,156,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,"Teresinha de Lourdes Freitas Regodanso, Elio Furini Neto","Solicita a revitalização da Praça Sebastião Claro, na esquina da Rua Porto Alegre com a Avenida Paulista, próxima ao fórum, à Santa Casa e ao pronto-socorro, que necessita de limpeza geral e reforma do calçamento, bancos e iluminação.",,,,,Pendente de Análise,
2124-IND-130,Indicação,157,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,"Reinaldo Codognato, Sofia Rodrigues dos Santos, Rui Domingos da Silva","Solicita a instalação de guias e sarjetas delimitando o perímetro de casas e estradas no centro do bairro Vila São João, em razão da perda de material sólido da estrada, poeira na seca e lama nas chuvas.",,,,,Pendente de Análise,
2124-IND-131,Indicação,158,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,Valdir Aparecido de Oliveira,"Solicita a implantação de iluminação adequada na área verde do bairro Carmesin 2, hoje muito escura e utilizada para atividades nocivas, como uso de entorpecentes, além de registros de tentativas de furto nas proximidades.",,,,,Pendente de Análise,
2124-IND-132,Indicação,159,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,"Elio Furini Neto, Anderson Marcos Viana","Complementando a indicação 144/2022, solicita iluminação adequada no campo sintético e na quadra de areia do Jardim Paulista, além de sugerir a construção de banheiros, vestiários e bebedouros para os praticantes.",,,,,Pendente de Análise,
2124-REQ-019,Requerimento,,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,Valdir Aparecido de Oliveira,"Requereu, na tribuna, a retirada de pauta do Projeto de Lei nº 66/2022 (termo de colaboração com a Associação Agrícola de Junqueirópolis para o viveiro municipal) e solicitou o plano de trabalho de 2022 do convênio, para comparação com o plano de trabalho proposto para 2023.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Verbal/Não Formalizado,Aprovado,,Pendente,"Pedido verbal apresentado em tribuna, combinando retirada de pauta do PL 66/2022 com pedido de documento (plano de trabalho 2022), aprovado pelo plenário sem numeração formal de requerimento atribuída na sessão."
2124-DEN-026,Denúncia,,2022,82ª Sessão Ordinária da 18ª Legislatura,2022-12-05,,"O resumo do expediente da sessão registrou o Ofício nº 31/2022 do Departamento Jurídico da Prefeitura, em resposta ao Ofício nº 119/2022 desta Casa, tratando de 'eventuais irregularidades relacionadas ao descarte e armazenamento de material médico' — aparente desdobramento formal, por via de ofício da Câmara ao setor Jurídico, do caso da terra de possível aterro hospitalar retirada em Duas Barras, denunciado por Anderson Marcos Viana nas sessões de 21/11 e 28/11/2022.","Diretoria Jurídica, Habitação e de Trânsito",Relatada em documento/ofício,,,Pendente de Verificação,"O conteúdo do Ofício nº 31/2022 não foi lido na íntegra durante a sessão (apenas mencionado no resumo do expediente), portanto não há detalhe sobre a conclusão ou o teor da resposta jurídica. A ligação com o caso da terra/aterro hospitalar é inferida pelo tema ('descarte e armazenamento de material médico') e pela proximidade temporal com as falas de Anderson Marcos Viana nas duas sessões anteriores; não foi encontrada confirmação explícita no texto de que se trata do mesmo episódio."
2124-IND-133,Indicação,160,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,"Anderson Marcos Viana, Elio Furini Neto","Solicita a disponibilização de um médico veterinário público a cada 15 dias, em regime de mutirão, para atendimento de casos de urgência/emergência de animais de munícipes de baixa renda, aliviando o trabalho das organizações voluntárias de proteção animal.",,,,,Pendente de Análise,"Divergência de data: nome do arquivo indica 2022-12-13, texto da sessão menciona '83ª sessão ordinária ... a ser realizada em 12 de dezembro de 2022'. Adotada a data do texto."
2124-IND-134,Indicação,161,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,Anderson Marcos Viana,"Reforçando a indicação 170/2021, solicita serviço de drenagem para o escoamento correto da água parada na Rua Argentina, altura do nº 84, no Residencial das Américas.",,,,,Pendente de Análise,
2124-IND-135,Indicação,162,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,Anderson Marcos Viana,"Reforçando a indicação 181/2021, solicita contato com a empresa Fumagalli Eletricidade, responsável pela troca de lâmpadas da iluminação pública, para que aumente a frequência de verificação noturna da rede, evitando que a população precise ligar para relatar queima de lâmpadas.",,,,,Pendente de Análise,
2124-IND-136,Indicação,163,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,"Teresinha de Lourdes Freitas Regodanso, Reinaldo Codognato","Solicita a colocação de redutor de velocidade na Avenida Paulista, nas proximidades da Clínica Bem-Estar, em trecho de declive com histórico de acidentes e alta velocidade dos veículos.",,,,,Pendente de Análise,"O texto integral desta indicação não foi lido/capturado na transcrição da sessão (a leitura das indicações seguiu direto de 162 para o texto correspondente à cesta de Natal, numerado '163' na fala do locutor). Resumo baseado no resumo do expediente. A numeração usada aqui (163) segue o resumo do expediente e a autoria (Teresinha e Reinaldo) mencionada por Teresinha em explicações pessoais mais adiante na mesma sessão, que trata do mesmo assunto (redutor de velocidade na Av. Paulista perto da Clínica Bem-Estar)."
2124-IND-137,Indicação,164,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,Valdir Aparecido de Oliveira,"Solicita a concessão de uma cesta de Natal no valor de R$ 150,00 aos servidores públicos municipais, como forma de reconhecimento pelo trabalho prestado ao longo do ano.",,,,,Pendente de Análise,"Na leitura integral da sessão, esta indicação foi anunciada pelo locutor como número '163' (um número a menos que no resumo do expediente, que a lista como 164). Mantido o número 164 do resumo do expediente, por ser a fonte de numeração oficial; o conteúdo (cesta de Natal, autoria de Valdir Aparecido de Oliveira) corresponde inequivocamente ao item 164 do expediente."
2124-IND-138,Indicação,165,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,Anderson Marcos Viana,"Solicita a disponibilização de ao menos uma sala para atendimentos de fisioterapia no bairro Alto do Cene, já que os atendimentos hoje estão centralizados no bairro Vila Beatriz, obrigando pacientes idosos a longos deslocamentos.",,,,,Pendente de Análise,"Na leitura integral da sessão, esta indicação foi anunciada pelo locutor como número '164' (um número a menos que no resumo do expediente, que a lista como 165). Mantido o número 165 do resumo do expediente, por ser a fonte de numeração oficial; o conteúdo (fisioterapia no Alto do Cene, autoria de Anderson Marcos Viana) corresponde inequivocamente ao item 165 do expediente."
2124-REQ-020,Requerimento,020,2022,83ª Sessão Ordinária da 18ª Legislatura,2022-12-12,Anderson Marcos Viana,"Requer cópia do convênio, do plano de trabalho, da quantidade de alunos participantes, da quantidade de apresentações e da prestação de contas da Banda Municipal referentes ao exercício de 2022, com base no termo de colaboração da Lei nº 3.514/2022.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Normal,Aprovado,,Pendente,
2124-IND-139,Indicação,003,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,Anderson Marcos Viana,"Solicita estudo junto ao setor competente da administração para adequar a iluminação dos playgrounds dos bairros Jardim Campo Belo e Jardim Primavera, locais frequentados por jovens e crianças que precisam de iluminação apropriada para lazer.",,,,,Pendente de Análise,"O texto da sessão menciona repetidamente a data de 13 de fevereiro de 2023, enquanto o arquivo de transcrição está nomeado como 2023-02-14 (provável upload no YouTube um dia após a sessão). Usada a data do texto (2023-02-13)."
2124-IND-140,Indicação,004,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,Anderson Marcos Viana,"Solicita estudo para providenciar um ônibus coletivo que percorra os bairros do município ao menos quatro vezes ao dia (7h às 11h e 13h às 17h30), cobrando tarifa acessível, para atender moradores sem meio próprio de condução, situação agravada em dias de chuva ou sol intenso.",,,,,Pendente de Análise,"Mesma observação de data do arquivo: transcrição nomeada 2023-02-14, texto da sessão indica 13 de fevereiro de 2023."
2124-IND-141,Indicação,005,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,Anderson Marcos Viana,"Solicita adequação dos bancos degradados da Rua Piauí, bairro Colina Verde, local com vista privilegiada do letreiro da cidade e da rodovia, bastante frequentado pela população.",,,,,Pendente de Análise,"Mesma observação de data do arquivo: transcrição nomeada 2023-02-14, texto da sessão indica 13 de fevereiro de 2023."
2124-IND-142,Indicação,006,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,"Reinaldo Codognato, Valdir Aparecido de Oliveira, Sofia Rodrigues dos Santos","Solicita construção de uma canaleta de captação de águas pluviais no encontro da Rua da Amora com a Rua do Caju (bairro Figueira), para direcionar corretamente o fluxo de água e evitar alagamentos em terrenos e estruturas adjacentes.",,,,,Pendente de Análise,"Mesma observação de data do arquivo: transcrição nomeada 2023-02-14, texto da sessão indica 13 de fevereiro de 2023."
2124-IND-143,Indicação,007,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,"Reinaldo Codognato, Marisa Alves da Silva Costa","Solicita implementação de estacionamento a 45 graus na avenida da região da Rua Padre Miguel (área comercial em crescimento, com lojas, postos e clínicas), sem prejudicar o fluxo de trânsito, já que a via é larga.",,,,,Pendente de Análise,"Nome da avenida transcrito de forma inconsistente: 'Avenida Geraldo Fudo' no resumo do expediente e algo como 'Avenida Geraldo Fud[o]' na leitura da indicação e na discussão em plenário, que a esclarece como sendo próxima à Rua Padre Miguel. Não foi possível confirmar a grafia exata do nome da avenida. Mesma observação de data do arquivo: transcrição nomeada 2023-02-14, texto da sessão indica 13 de fevereiro de 2023."
2124-IND-144,Indicação,008,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,"Teresinha de Lourdes Freitas Regodanso, Reinaldo Codognato","Solicita reforma do Clube da Viola, localizado nas dependências do Recinto da ACERUVA, cujo mau estado vem deteriorando os instrumentos ali guardados, conforme relato dos próprios integrantes do clube.",,,,,Pendente de Análise,"Mesma observação de data do arquivo: transcrição nomeada 2023-02-14, texto da sessão indica 13 de fevereiro de 2023."
2124-IND-145,Indicação,009,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,"Reinaldo Codognato, Rui Domingos da Silva","Solicita distribuição gratuita de material escolar para crianças da rede pública municipal de ensino, visando oportunidades iguais de estudo e economia às famílias carentes.",,,,,Pendente de Análise,"Mesma observação de data do arquivo: transcrição nomeada 2023-02-14, texto da sessão indica 13 de fevereiro de 2023."
2124-REQ-021,Requerimento,02,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,Valdir Aparecido de Oliveira,"Requer informações ao prefeito municipal sobre o estado atual e os prazos de entrega da construção de duas salas de aula nos Centros Educacionais Infantis (CEIs) Raio de Luz, Nosso Teto e Sonho de Criança (despesas cobertas pela Lei Complementar Municipal nº 1027/2022), e solicita também informações sobre eventual previsão de ampliação futura do CEI Cristo Redentor, em razão do crescimento do número de crianças no bairro.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Normal,Aprovado,Ofício nº 32/2023,"Respondido (Ofício nº 32/2023, em resposta ao Ofício nº 13/2023 desta Casa; resposta lida/mencionada na sessão de 27/02/2023, com projeto disponibilizado na Secretaria da Câmara)","Diretoria de destino inferida pelo assunto (construção de salas de aula em Centros Educacionais Infantis); poderia também envolver a Diretoria de Planejamento, Obras, Serviços e Manutenção, já que trata de execução de obra. O requerimento em si não nomeia expressamente a diretoria destinatária, sendo endereçado ao prefeito municipal."
2124-REQ-022,Requerimento,03,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,"Hélio Furini Neto, Anderson Marcos Viana, Paulo Sérgio Cordeiro, Teresinha de Lourdes Freitas Regodanço","Requer informações ao prefeito municipal sobre o encaminhamento de projeto de lei fixando o novo piso salarial dos professores do município de Junqueirópolis para 2023, no valor de R$ 4.420,55, tendo em vista que, até a data do requerimento, não havia sido protocolado o respectivo projeto de lei nesta Câmara (atualização da Lei Complementar nº 1024/2022).","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Normal,Aprovado,,Pendente,"Diretoria de destino inferida pelo tema (piso salarial de professores); por se tratar de matéria salarial/orçamentária, poderia também ser direcionado à Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos. O requerimento não especifica expressamente a diretoria."
2124-REQ-023,Requerimento,04,2023,86ª Sessão Ordinária da 18ª Legislatura,2023-02-13,"Hélio Furini Neto, Anderson Marcos Viana, Paulo Sérgio Cordeiro, Teresinha de Lourdes Freitas Regodanço","Requer informações ao prefeito municipal sobre o encaminhamento de projeto de lei fixando o novo piso salarial dos agentes comunitários de saúde e agentes de combate às endemias, conforme fixado em 2022 pelo governo federal em dois salários mínimos (Emenda Constitucional nº 120/2022), tendo em vista que, até a data do requerimento, não havia sido protocolado o respectivo projeto de lei nesta Câmara (atualização da Lei Complementar nº 1040/2022).",Diretoria de Saúde,Normal,Aprovado,,Pendente,"Diretoria de destino inferida pelo tema (piso salarial de agentes comunitários de saúde e de combate a endemias); por se tratar de matéria salarial, poderia também ser direcionado à Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos. O requerimento não especifica expressamente a diretoria."
